,0,1,2,3,ENST,5,6,7,8,PhyloP
310,21,38383712,38383713,P11308,ENST00000288319,-,21,38383712,38383713,5.892
311,21,38383713,38383714,P11308,ENST00000288319,-,21,38383713,38383714,5.916
312,21,38383714,38383715,P11308,ENST00000288319,-,21,38383714,38383715,0.667
313,21,38383715,38383716,P11308,ENST00000288319,-,21,38383715,38383716,4.335
314,21,38383716,38383717,P11308,ENST00000288319,-,21,38383716,38383717,5.916
315,21,38383717,38383718,P11308,ENST00000288319,-,21,38383717,38383718,-2.282
316,21,38383718,38383719,P11308,ENST00000288319,-,21,38383718,38383719,5.916
317,21,38383719,38383720,P11308,ENST00000288319,-,21,38383719,38383720,5.916
318,21,38383720,38383721,P11308,ENST00000288319,-,21,38383720,38383721,5.293
319,21,38383721,38383722,P11308,ENST00000288319,-,21,38383721,38383722,5.916
320,21,38383722,38383723,P11308,ENST00000288319,-,21,38383722,38383723,8.265
321,21,38383723,38383724,P11308,ENST00000288319,-,21,38383723,38383724,-5.747
322,21,38383724,38383725,P11308,ENST00000288319,-,21,38383724,38383725,5.916
323,21,38383725,38383726,P11308,ENST00000288319,-,21,38383725,38383726,5.892
324,21,38383726,38383727,P11308,ENST00000288319,-,21,38383726,38383727,4.41
325,21,38383727,38383728,P11308,ENST00000288319,-,21,38383727,38383728,5.916
326,21,38383728,38383729,P11308,ENST00000288319,-,21,38383728,38383729,5.892
327,21,38383729,38383730,P11308,ENST00000288319,-,21,38383729,38383730,3.084
328,21,38383730,38383731,P11308,ENST00000288319,-,21,38383730,38383731,5.916
329,21,38383731,38383732,P11308,ENST00000288319,-,21,38383731,38383732,5.892
330,21,38383732,38383733,P11308,ENST00000288319,-,21,38383732,38383733,-0.814
331,21,38383733,38383734,P11308,ENST00000288319,-,21,38383733,38383734,8.265
332,21,38383734,38383735,P11308,ENST00000288319,-,21,38383734,38383735,8.166
333,21,38383735,38383736,P11308,ENST00000288319,-,21,38383735,38383736,-0.297
334,21,38383736,38383737,P11308,ENST00000288319,-,21,38383736,38383737,5.892
335,21,38383737,38383738,P11308,ENST00000288319,-,21,38383737,38383738,8.166
336,21,38383738,38383739,P11308,ENST00000288319,-,21,38383738,38383739,0.08
337,21,38383739,38383740,P11308,ENST00000288319,-,21,38383739,38383740,8.166
338,21,38383740,38383741,P11308,ENST00000288319,-,21,38383740,38383741,8.265
339,21,38383741,38383742,P11308,ENST00000288319,-,21,38383741,38383742,-7.46
340,21,38383742,38383743,P11308,ENST00000288319,-,21,38383742,38383743,8.276
341,21,38383743,38383744,P11308,ENST00000288319,-,21,38383743,38383744,8.177
342,21,38383744,38383745,P11308,ENST00000288319,-,21,38383744,38383745,4.407
343,21,38383745,38383746,P11308,ENST00000288319,-,21,38383745,38383746,8.276
344,21,38383746,38383747,P11308,ENST00000288319,-,21,38383746,38383747,5.924
345,21,38383747,38383748,P11308,ENST00000288319,-,21,38383747,38383748,3.0
346,21,38383748,38383749,P11308,ENST00000288319,-,21,38383748,38383749,5.9
347,21,38383749,38383750,P11308,ENST00000288319,-,21,38383749,38383750,8.177
348,21,38383750,38383751,P11308,ENST00000288319,-,21,38383750,38383751,-2.0
349,21,38383751,38383752,P11308,ENST00000288319,-,21,38383751,38383752,5.924
350,21,38383752,38383753,P11308,ENST00000288319,-,21,38383752,38383753,5.924
351,21,38383753,38383754,P11308,ENST00000288319,-,21,38383753,38383754,-4.006
352,21,38383754,38383755,P11308,ENST00000288319,-,21,38383754,38383755,5.924
353,21,38383755,38383756,P11308,ENST00000288319,-,21,38383755,38383756,8.276
354,21,38383756,38383757,P11308,ENST00000288319,-,21,38383756,38383757,-2.833
355,21,38383757,38383758,P11308,ENST00000288319,-,21,38383757,38383758,5.924
356,21,38383758,38383759,P11308,ENST00000288319,-,21,38383758,38383759,5.9
357,21,38383759,38383760,P11308,ENST00000288319,-,21,38383759,38383760,6.446
358,21,38383760,38383761,P11308,ENST00000288319,-,21,38383760,38383761,5.924
359,21,38383761,38383762,P11308,ENST00000288319,-,21,38383761,38383762,5.924
360,21,38383762,38383763,P11308,ENST00000288319,-,21,38383762,38383763,8.276
361,21,38383763,38383764,P11308,ENST00000288319,-,21,38383763,38383764,5.9
362,21,38383764,38383765,P11308,ENST00000288319,-,21,38383764,38383765,5.924
363,21,38383765,38383766,P11308,ENST00000288319,-,21,38383765,38383766,0.027
364,21,38383766,38383767,P11308,ENST00000288319,-,21,38383766,38383767,5.924
365,21,38383767,38383768,P11308,ENST00000288319,-,21,38383767,38383768,5.924
366,21,38383768,38383769,P11308,ENST00000288319,-,21,38383768,38383769,6.44
367,21,38383769,38383770,P11308,ENST00000288319,-,21,38383769,38383770,8.177
368,21,38383770,38383771,P11308,ENST00000288319,-,21,38383770,38383771,8.135
369,21,38383771,38383772,P11308,ENST00000288319,-,21,38383771,38383772,-1.406
370,21,38383772,38383773,P11308,ENST00000288319,-,21,38383772,38383773,5.894
371,21,38383773,38383774,P11308,ENST00000288319,-,21,38383773,38383774,5.894
372,21,38383774,38383775,P11308,ENST00000288319,-,21,38383774,38383775,8.135
373,21,38383775,38383776,P11308,ENST00000288319,-,21,38383775,38383776,8.678
374,21,38383776,38383777,P11308,ENST00000288319,-,21,38383776,38383777,6.203
375,21,38383777,38383778,P11308,ENST00000288319,-,21,38383777,38383778,-2.995
376,21,38383778,38383779,P11308,ENST00000288319,-,21,38383778,38383779,6.203
377,21,38383779,38383780,P11308,ENST00000288319,-,21,38383779,38383780,6.203
378,21,38383780,38383781,P11308,ENST00000288319,-,21,38383780,38383781,0.262
379,21,38383781,38383782,P11308,ENST00000288319,-,21,38383781,38383782,8.678
380,21,38383782,38383783,P11308,ENST00000288319,-,21,38383782,38383783,3.385
381,21,38383783,38383784,P11308,ENST00000288319,-,21,38383783,38383784,-0.804
382,21,38383784,38383785,P11308,ENST00000288319,-,21,38383784,38383785,6.203
383,21,38383785,38383786,P11308,ENST00000288319,-,21,38383785,38383786,8.678
384,21,38383786,38383787,P11308,ENST00000288319,-,21,38383786,38383787,-5.014
385,21,38383787,38383788,P11308,ENST00000288319,-,21,38383787,38383788,8.678
386,21,38383788,38383789,P11308,ENST00000288319,-,21,38383788,38383789,8.678
387,21,38383789,38383790,P11308,ENST00000288319,-,21,38383789,38383790,8.678
388,21,38383790,38383791,P11308,ENST00000288319,-,21,38383790,38383791,8.678
389,21,38383791,38383792,P11308,ENST00000288319,-,21,38383791,38383792,6.179
390,21,38383792,38383793,P11308,ENST00000288319,-,21,38383792,38383793,0.077
391,21,38383793,38383794,P11308,ENST00000288319,-,21,38383793,38383794,6.917
392,21,38383794,38383795,P11308,ENST00000288319,-,21,38383794,38383795,8.574
393,21,38383795,38383796,P11308,ENST00000288319,-,21,38383795,38383796,2.367
394,21,38383796,38383797,P11308,ENST00000288319,-,21,38383796,38383797,8.678
395,21,38383797,38383798,P11308,ENST00000288319,-,21,38383797,38383798,4.755
396,21,38383798,38383799,P11308,ENST00000288319,-,21,38383798,38383799,-0.677
397,21,38383799,38383800,P11308,ENST00000288319,-,21,38383799,38383800,8.574
398,21,38383800,38383801,P11308,ENST00000288319,-,21,38383800,38383801,8.678
399,21,38383801,38383802,P11308,ENST00000288319,-,21,38383801,38383802,-0.066
400,21,38383802,38383803,P11308,ENST00000288319,-,21,38383802,38383803,6.179
401,21,38383803,38383804,P11308,ENST00000288319,-,21,38383803,38383804,8.678
402,21,38383804,38383805,P11308,ENST00000288319,-,21,38383804,38383805,5.759
403,21,38383805,38383806,P11308,ENST00000288319,-,21,38383805,38383806,6.203
404,21,38383806,38383807,P11308,ENST00000288319,-,21,38383806,38383807,8.678
405,21,38383807,38383808,P11308,ENST00000288319,-,21,38383807,38383808,-4.206
406,21,38383808,38383809,P11308,ENST00000288319,-,21,38383808,38383809,6.203
407,21,38383809,38383810,P11308,ENST00000288319,-,21,38383809,38383810,8.678
408,21,38383810,38383811,P11308,ENST00000288319,-,21,38383810,38383811,-9.675
409,21,38383811,38383812,P11308,ENST00000288319,-,21,38383811,38383812,8.574
410,21,38383812,38383813,P11308,ENST00000288319,-,21,38383812,38383813,8.574
411,21,38383813,38383814,P11308,ENST00000288319,-,21,38383813,38383814,-0.83
412,21,38383814,38383815,P11308,ENST00000288319,-,21,38383814,38383815,6.203
413,21,38383815,38383816,P11308,ENST00000288319,-,21,38383815,38383816,8.678
414,21,38383816,38383817,P11308,ENST00000288319,-,21,38383816,38383817,-11.478
415,21,38383817,38383818,P11308,ENST00000288319,-,21,38383817,38383818,8.574
416,21,38383818,38383819,P11308,ENST00000288319,-,21,38383818,38383819,6.203
417,21,38383819,38383820,P11308,ENST00000288319,-,21,38383819,38383820,8.678
418,21,38383820,38383821,P11308,ENST00000288319,-,21,38383820,38383821,6.179
419,21,38383821,38383822,P11308,ENST00000288319,-,21,38383821,38383822,6.203
420,21,38383822,38383823,P11308,ENST00000288319,-,21,38383822,38383823,6.915
421,21,38383823,38383824,P11308,ENST00000288319,-,21,38383823,38383824,4.536
422,21,38383824,38383825,P11308,ENST00000288319,-,21,38383824,38383825,6.203
423,21,38383825,38383826,P11308,ENST00000288319,-,21,38383825,38383826,8.574
424,21,38383826,38383827,P11308,ENST00000288319,-,21,38383826,38383827,4.552
425,21,38383827,38383828,P11308,ENST00000288319,-,21,38383827,38383828,6.179
426,21,38383828,38383829,P11308,ENST00000288319,-,21,38383828,38383829,-1.529
427,21,38383829,38383830,P11308,ENST00000288319,-,21,38383829,38383830,6.203
428,21,38383830,38383831,P11308,ENST00000288319,-,21,38383830,38383831,8.678
429,21,38383831,38383832,P11308,ENST00000288319,-,21,38383831,38383832,0.16
430,21,38383832,38383833,P11308,ENST00000288319,-,21,38383832,38383833,8.678
431,21,38383833,38383834,P11308,ENST00000288319,-,21,38383833,38383834,8.678
432,21,38383834,38383835,P11308,ENST00000288319,-,21,38383834,38383835,-4.031
433,21,38383835,38383836,P11308,ENST00000288319,-,21,38383835,38383836,6.203
434,21,38383836,38383837,P11308,ENST00000288319,-,21,38383836,38383837,6.203
435,21,38383837,38383838,P11308,ENST00000288319,-,21,38383837,38383838,8.574
436,21,38383838,38383839,P11308,ENST00000288319,-,21,38383838,38383839,8.574
437,21,38383839,38383840,P11308,ENST00000288319,-,21,38383839,38383840,6.203
438,21,38383840,38383841,P11308,ENST00000288319,-,21,38383840,38383841,-0.006
439,21,38383841,38383842,P11308,ENST00000288319,-,21,38383841,38383842,8.678
440,21,38383842,38383843,P11308,ENST00000288319,-,21,38383842,38383843,8.678
441,21,38383843,38383844,P11308,ENST00000288319,-,21,38383843,38383844,-1.006
442,21,38383844,38383845,P11308,ENST00000288319,-,21,38383844,38383845,6.203
443,21,38383845,38383846,P11308,ENST00000288319,-,21,38383845,38383846,6.931
444,21,38383846,38383847,P11308,ENST00000288319,-,21,38383846,38383847,8.678
445,21,38383847,38383848,P11308,ENST00000288319,-,21,38383847,38383848,8.678
446,21,38383848,38383849,P11308,ENST00000288319,-,21,38383848,38383849,6.179
447,21,38383849,38383850,P11308,ENST00000288319,-,21,38383849,38383850,2.253
448,21,38383850,38383851,P11308,ENST00000288319,-,21,38383850,38383851,6.816
449,21,38383851,38383852,P11308,ENST00000288319,-,21,38383851,38383852,6.203
450,21,38383852,38383853,P11308,ENST00000288319,-,21,38383852,38383853,3.372
451,21,38383853,38383854,P11308,ENST00000288319,-,21,38383853,38383854,6.179
452,21,38383854,38383855,P11308,ENST00000288319,-,21,38383854,38383855,6.202
453,21,38383855,38383856,P11308,ENST00000288319,-,21,38383855,38383856,3.663
454,21,38383856,38383857,P11308,ENST00000288319,-,21,38383856,38383857,8.678
455,21,38383857,38383858,P11308,ENST00000288319,-,21,38383857,38383858,6.179
456,21,38383858,38383859,P11308,ENST00000288319,-,21,38383858,38383859,3.287
457,21,38383859,38383860,P11308,ENST00000288319,-,21,38383859,38383860,0.031
458,21,38383860,38383861,P11308,ENST00000288319,-,21,38383860,38383861,4.546
459,21,38383861,38383862,P11308,ENST00000288319,-,21,38383861,38383862,3.342
460,21,38383862,38383863,P11308,ENST00000288319,-,21,38383862,38383863,8.53
461,21,38383863,38383864,P11308,ENST00000288319,-,21,38383863,38383864,6.148
462,21,38383864,38383865,P11308,ENST00000288319,-,21,38383864,38383865,1.457
463,21,38383865,38383866,P11308,ENST00000288319,-,21,38383865,38383866,6.173
464,21,38383866,38383867,P11308,ENST00000288319,-,21,38383866,38383867,6.171
465,21,38383867,38383868,P11308,ENST00000288319,-,21,38383867,38383868,-5.993
466,21,38383868,38383869,P11308,ENST00000288319,-,21,38383868,38383869,8.53
467,21,38383869,38383870,P11308,ENST00000288319,-,21,38383869,38383870,6.148
468,21,38383870,38383871,P11308,ENST00000288319,-,21,38383870,38383871,5.6
469,21,38383871,38383872,P11308,ENST00000288319,-,21,38383871,38383872,8.634
470,21,38383872,38383873,P11308,ENST00000288319,-,21,38383872,38383873,6.173
471,21,38383873,38383874,P11308,ENST00000288319,-,21,38383873,38383874,2.691
472,21,38383874,38383875,P11308,ENST00000288319,-,21,38383874,38383875,6.173
473,21,38383875,38383876,P11308,ENST00000288319,-,21,38383875,38383876,6.89
474,21,38383876,38383877,P11308,ENST00000288319,-,21,38383876,38383877,-20.0
475,21,38383877,38383878,P11308,ENST00000288319,-,21,38383877,38383878,8.53
476,21,38383878,38383879,P11308,ENST00000288319,-,21,38383878,38383879,6.148
477,21,38383879,38383880,P11308,ENST00000288319,-,21,38383879,38383880,0.335
478,21,38383880,38383881,P11308,ENST00000288319,-,21,38383880,38383881,6.148
479,21,38383881,38383882,P11308,ENST00000288319,-,21,38383881,38383882,5.641
480,21,38383882,38383883,P11308,ENST00000288319,-,21,38383882,38383883,0.121
481,21,38383883,38383884,P11308,ENST00000288319,-,21,38383883,38383884,6.148
482,21,38383884,38383885,P11308,ENST00000288319,-,21,38383884,38383885,8.53
483,21,38383885,38383886,P11308,ENST00000288319,-,21,38383885,38383886,4.767
484,21,38383886,38383887,P11308,ENST00000288319,-,21,38383886,38383887,6.173
485,21,38383887,38383888,P11308,ENST00000288319,-,21,38383887,38383888,8.634
486,21,38383888,38383889,P11308,ENST00000288319,-,21,38383888,38383889,0.966
487,21,38383889,38383890,P11308,ENST00000288319,-,21,38383889,38383890,6.148
488,21,38383890,38383891,P11308,ENST00000288319,-,21,38383890,38383891,4.735
489,21,38383891,38383892,P11308,ENST00000288319,-,21,38383891,38383892,0.658
490,21,38383892,38383893,P11308,ENST00000288319,-,21,38383892,38383893,6.148
491,21,38383893,38383894,P11308,ENST00000288319,-,21,38383893,38383894,6.747
492,21,38383894,38383895,P11308,ENST00000288319,-,21,38383894,38383895,-1.922
493,21,38383895,38383896,P11308,ENST00000288319,-,21,38383895,38383896,6.148
494,21,38383896,38383897,P11308,ENST00000288319,-,21,38383896,38383897,6.148
495,21,38383897,38383898,P11308,ENST00000288319,-,21,38383897,38383898,8.634
496,21,38383898,38383899,P11308,ENST00000288319,-,21,38383898,38383899,6.173
497,21,38383899,38383900,P11308,ENST00000288319,-,21,38383899,38383900,8.53
498,21,38383900,38383901,P11308,ENST00000288319,-,21,38383900,38383901,8.634
499,21,38383901,38383902,P11308,ENST00000288319,-,21,38383901,38383902,8.634
500,21,38383902,38383903,P11308,ENST00000288319,-,21,38383902,38383903,6.148
501,21,38383903,38383904,P11308,ENST00000288319,-,21,38383903,38383904,-2.549
502,21,38383904,38383905,P11308,ENST00000288319,-,21,38383904,38383905,6.148
503,21,38383905,38383906,P11308,ENST00000288319,-,21,38383905,38383906,8.53
504,21,38383906,38383907,P11308,ENST00000288319,-,21,38383906,38383907,6.883
505,21,38383907,38383908,P11308,ENST00000288319,-,21,38383907,38383908,6.173
506,21,38383908,38383909,P11308,ENST00000288319,-,21,38383908,38383909,8.53
507,21,38383909,38383910,P11308,ENST00000288319,-,21,38383909,38383910,1.169
508,21,38383910,38383911,P11308,ENST00000288319,-,21,38383910,38383911,6.148
509,21,38383911,38383912,P11308,ENST00000288319,-,21,38383911,38383912,6.173
510,21,38383912,38383913,P11308,ENST00000288319,-,21,38383912,38383913,5.745
511,21,38383913,38383914,P11308,ENST00000288319,-,21,38383913,38383914,4.508
512,21,38383914,38383915,P11308,ENST00000288319,-,21,38383914,38383915,8.53
513,21,38383915,38383916,P11308,ENST00000288319,-,21,38383915,38383916,-0.372
514,21,38383916,38383917,P11308,ENST00000288319,-,21,38383916,38383917,8.634
515,21,38383917,38383918,P11308,ENST00000288319,-,21,38383917,38383918,8.634
516,21,38383918,38383919,P11308,ENST00000288319,-,21,38383918,38383919,-3.111
517,21,38383919,38383920,P11308,ENST00000288319,-,21,38383919,38383920,8.634
518,21,38383920,38383921,P11308,ENST00000288319,-,21,38383920,38383921,6.173
519,21,38383921,38383922,P11308,ENST00000288319,-,21,38383921,38383922,-1.632
520,21,38383922,38383923,P11308,ENST00000288319,-,21,38383922,38383923,8.634
521,21,38390994,38390995,P11308,ENST00000288319,-,21,38390994,38390995,8.903
522,21,38390995,38390996,P11308,ENST00000288319,-,21,38390995,38390996,2.979
523,21,38390996,38390997,P11308,ENST00000288319,-,21,38390996,38390997,8.796
524,21,38390997,38390998,P11308,ENST00000288319,-,21,38390997,38390998,8.796
525,21,38390998,38390999,P11308,ENST00000288319,-,21,38390998,38390999,-0.422
526,21,38390999,38391000,P11308,ENST00000288319,-,21,38390999,38391000,6.36
527,21,38391000,38391001,P11308,ENST00000288319,-,21,38391000,38391001,6.36
528,21,38391001,38391002,P11308,ENST00000288319,-,21,38391001,38391002,-0.696
529,21,38391002,38391003,P11308,ENST00000288319,-,21,38391002,38391003,8.796
530,21,38391003,38391004,P11308,ENST00000288319,-,21,38391003,38391004,8.903
531,21,38391004,38391005,P11308,ENST00000288319,-,21,38391004,38391005,-1.228
532,21,38391005,38391006,P11308,ENST00000288319,-,21,38391005,38391006,6.335
533,21,38391006,38391007,P11308,ENST00000288319,-,21,38391006,38391007,8.796
534,21,38391007,38391008,P11308,ENST00000288319,-,21,38391007,38391008,3.538
535,21,38391008,38391009,P11308,ENST00000288319,-,21,38391008,38391009,8.903
536,21,38391009,38391010,P11308,ENST00000288319,-,21,38391009,38391010,8.796
537,21,38391010,38391011,P11308,ENST00000288319,-,21,38391010,38391011,2.932
538,21,38391011,38391012,P11308,ENST00000288319,-,21,38391011,38391012,8.903
539,21,38391012,38391013,P11308,ENST00000288319,-,21,38391012,38391013,6.36
540,21,38391013,38391014,P11308,ENST00000288319,-,21,38391013,38391014,0.633
541,21,38391014,38391015,P11308,ENST00000288319,-,21,38391014,38391015,8.903
542,21,38391015,38391016,P11308,ENST00000288319,-,21,38391015,38391016,6.36
543,21,38391016,38391017,P11308,ENST00000288319,-,21,38391016,38391017,-1.263
544,21,38391017,38391018,P11308,ENST00000288319,-,21,38391017,38391018,8.796
545,21,38391018,38391019,P11308,ENST00000288319,-,21,38391018,38391019,6.36
546,21,38391019,38391020,P11308,ENST00000288319,-,21,38391019,38391020,-2.984
547,21,38391020,38391021,P11308,ENST00000288319,-,21,38391020,38391021,8.796
548,21,38391021,38391022,P11308,ENST00000288319,-,21,38391021,38391022,8.796
549,21,38391022,38391023,P11308,ENST00000288319,-,21,38391022,38391023,1.454
550,21,38391023,38391024,P11308,ENST00000288319,-,21,38391023,38391024,8.903
551,21,38391024,38391025,P11308,ENST00000288319,-,21,38391024,38391025,8.903
552,21,38391025,38391026,P11308,ENST00000288319,-,21,38391025,38391026,-1.6
553,21,38391026,38391027,P11308,ENST00000288319,-,21,38391026,38391027,6.335
554,21,38391027,38391028,P11308,ENST00000288319,-,21,38391027,38391028,4.927
555,21,38391028,38391029,P11308,ENST00000288319,-,21,38391028,38391029,-0.408
556,21,38391029,38391030,P11308,ENST00000288319,-,21,38391029,38391030,6.335
557,21,38391030,38391031,P11308,ENST00000288319,-,21,38391030,38391031,6.36
558,21,38391031,38391032,P11308,ENST00000288319,-,21,38391031,38391032,8.903
559,21,38391032,38391033,P11308,ENST00000288319,-,21,38391032,38391033,6.36
560,21,38391033,38391034,P11308,ENST00000288319,-,21,38391033,38391034,8.796
561,21,38391034,38391035,P11308,ENST00000288319,-,21,38391034,38391035,-0.786
562,21,38391035,38391036,P11308,ENST00000288319,-,21,38391035,38391036,6.36
563,21,38391036,38391037,P11308,ENST00000288319,-,21,38391036,38391037,6.335
564,21,38391037,38391038,P11308,ENST00000288319,-,21,38391037,38391038,-0.817
565,21,38391038,38391039,P11308,ENST00000288319,-,21,38391038,38391039,8.796
566,21,38391039,38391040,P11308,ENST00000288319,-,21,38391039,38391040,8.796
567,21,38391040,38391041,P11308,ENST00000288319,-,21,38391040,38391041,0.642
568,21,38391041,38391042,P11308,ENST00000288319,-,21,38391041,38391042,6.36
569,21,38391658,38391659,P11308,ENST00000288319,-,21,38391658,38391659,8.903
570,21,38391659,38391660,P11308,ENST00000288319,-,21,38391659,38391660,2.398
571,21,38391660,38391661,P11308,ENST00000288319,-,21,38391660,38391661,6.335
572,21,38391661,38391662,P11308,ENST00000288319,-,21,38391661,38391662,-0.771
573,21,38391662,38391663,P11308,ENST00000288319,-,21,38391662,38391663,2.933
574,21,38391663,38391664,P11308,ENST00000288319,-,21,38391663,38391664,6.36
575,21,38391664,38391665,P11308,ENST00000288319,-,21,38391664,38391665,8.796
576,21,38391665,38391666,P11308,ENST00000288319,-,21,38391665,38391666,-0.319
577,21,38391666,38391667,P11308,ENST00000288319,-,21,38391666,38391667,8.796
578,21,38391667,38391668,P11308,ENST00000288319,-,21,38391667,38391668,8.796
579,21,38391668,38391669,P11308,ENST00000288319,-,21,38391668,38391669,-0.425
580,21,38391669,38391670,P11308,ENST00000288319,-,21,38391669,38391670,8.903
581,21,38391670,38391671,P11308,ENST00000288319,-,21,38391670,38391671,7.027
582,21,38391671,38391672,P11308,ENST00000288319,-,21,38391671,38391672,1.73
583,21,38391672,38391673,P11308,ENST00000288319,-,21,38391672,38391673,3.763
584,21,38391673,38391674,P11308,ENST00000288319,-,21,38391673,38391674,8.796
585,21,38391674,38391675,P11308,ENST00000288319,-,21,38391674,38391675,2.128
586,21,38391675,38391676,P11308,ENST00000288319,-,21,38391675,38391676,6.36
587,21,38391676,38391677,P11308,ENST00000288319,-,21,38391676,38391677,8.903
588,21,38391677,38391678,P11308,ENST00000288319,-,21,38391677,38391678,2.985
589,21,38391678,38391679,P11308,ENST00000288319,-,21,38391678,38391679,6.36
590,21,38391679,38391680,P11308,ENST00000288319,-,21,38391679,38391680,8.903
591,21,38391680,38391681,P11308,ENST00000288319,-,21,38391680,38391681,-6.534
592,21,38391681,38391682,P11308,ENST00000288319,-,21,38391681,38391682,8.796
593,21,38391682,38391683,P11308,ENST00000288319,-,21,38391682,38391683,4.718
594,21,38391683,38391684,P11308,ENST00000288319,-,21,38391683,38391684,0.058
595,21,38391684,38391685,P11308,ENST00000288319,-,21,38391684,38391685,6.36
596,21,38391685,38391686,P11308,ENST00000288319,-,21,38391685,38391686,6.36
597,21,38391686,38391687,P11308,ENST00000288319,-,21,38391686,38391687,5.535
598,21,38391687,38391688,P11308,ENST00000288319,-,21,38391687,38391688,8.796
599,21,38391688,38391689,P11308,ENST00000288319,-,21,38391688,38391689,7.024
600,21,38391689,38391690,P11308,ENST00000288319,-,21,38391689,38391690,1.628
601,21,38391690,38391691,P11308,ENST00000288319,-,21,38391690,38391691,4.724
602,21,38391691,38391692,P11308,ENST00000288319,-,21,38391691,38391692,7.106
603,21,38391692,38391693,P11308,ENST00000288319,-,21,38391692,38391693,-0.313
604,21,38391693,38391694,P11308,ENST00000288319,-,21,38391693,38391694,8.796
605,21,38391694,38391695,P11308,ENST00000288319,-,21,38391694,38391695,0.684
606,21,38391695,38391696,P11308,ENST00000288319,-,21,38391695,38391696,0.171
607,21,38391696,38391697,P11308,ENST00000288319,-,21,38391696,38391697,8.796
608,21,38391697,38391698,P11308,ENST00000288319,-,21,38391697,38391698,3.685
609,21,38391698,38391699,P11308,ENST00000288319,-,21,38391698,38391699,0.496
610,21,38391699,38391700,P11308,ENST00000288319,-,21,38391699,38391700,8.796
611,21,38391700,38391701,P11308,ENST00000288319,-,21,38391700,38391701,5.817
612,21,38391701,38391702,P11308,ENST00000288319,-,21,38391701,38391702,-0.102
613,21,38391702,38391703,P11308,ENST00000288319,-,21,38391702,38391703,8.796
614,21,38391703,38391704,P11308,ENST00000288319,-,21,38391703,38391704,3.78
615,21,38391704,38391705,P11308,ENST00000288319,-,21,38391704,38391705,-6.457
616,21,38391705,38391706,P11308,ENST00000288319,-,21,38391705,38391706,6.931
617,21,38391706,38391707,P11308,ENST00000288319,-,21,38391706,38391707,7.009
618,21,38391707,38391708,P11308,ENST00000288319,-,21,38391707,38391708,-0.025
619,21,38391708,38391709,P11308,ENST00000288319,-,21,38391708,38391709,6.36
620,21,38391709,38391710,P11308,ENST00000288319,-,21,38391709,38391710,8.796
621,21,38391710,38391711,P11308,ENST00000288319,-,21,38391710,38391711,1.798
622,21,38391711,38391712,P11308,ENST00000288319,-,21,38391711,38391712,7.036
623,21,38391712,38391713,P11308,ENST00000288319,-,21,38391712,38391713,4.262
624,21,38391713,38391714,P11308,ENST00000288319,-,21,38391713,38391714,2.334
625,21,38391714,38391715,P11308,ENST00000288319,-,21,38391714,38391715,4.956
626,21,38392375,38392376,P11308,ENST00000288319,-,21,38392375,38392376,8.903
627,21,38392376,38392377,P11308,ENST00000288319,-,21,38392376,38392377,6.36
628,21,38392377,38392378,P11308,ENST00000288319,-,21,38392377,38392378,6.36
629,21,38392378,38392379,P11308,ENST00000288319,-,21,38392378,38392379,6.36
630,21,38392379,38392380,P11308,ENST00000288319,-,21,38392379,38392380,-6.655
631,21,38392380,38392381,P11308,ENST00000288319,-,21,38392380,38392381,8.62
632,21,38392381,38392382,P11308,ENST00000288319,-,21,38392381,38392382,3.538
633,21,38392382,38392383,P11308,ENST00000288319,-,21,38392382,38392383,2.973
634,21,38392383,38392384,P11308,ENST00000288319,-,21,38392383,38392384,0.498
635,21,38392384,38392385,P11308,ENST00000288319,-,21,38392384,38392385,8.796
636,21,38392385,38392386,P11308,ENST00000288319,-,21,38392385,38392386,0.466
637,21,38392386,38392387,P11308,ENST00000288319,-,21,38392386,38392387,8.796
638,21,38392387,38392388,P11308,ENST00000288319,-,21,38392387,38392388,4.933
639,21,38392388,38392389,P11308,ENST00000288319,-,21,38392388,38392389,-0.436
640,21,38392389,38392390,P11308,ENST00000288319,-,21,38392389,38392390,2.428
641,21,38392390,38392391,P11308,ENST00000288319,-,21,38392390,38392391,-0.062
642,21,38392391,38392392,P11308,ENST00000288319,-,21,38392391,38392392,-0.364
643,21,38392392,38392393,P11308,ENST00000288319,-,21,38392392,38392393,7.009
644,21,38392393,38392394,P11308,ENST00000288319,-,21,38392393,38392394,7.031
645,21,38392394,38392395,P11308,ENST00000288319,-,21,38392394,38392395,2.903
646,21,38392395,38392396,P11308,ENST00000288319,-,21,38392395,38392396,3.671
647,21,38392396,38392397,P11308,ENST00000288319,-,21,38392396,38392397,7.018
648,21,38392397,38392398,P11308,ENST00000288319,-,21,38392397,38392398,1.924
649,21,38392398,38392399,P11308,ENST00000288319,-,21,38392398,38392399,5.891
650,21,38392399,38392400,P11308,ENST00000288319,-,21,38392399,38392400,4.918
651,21,38392400,38392401,P11308,ENST00000288319,-,21,38392400,38392401,-12.686
652,21,38392401,38392402,P11308,ENST00000288319,-,21,38392401,38392402,6.318
653,21,38392402,38392403,P11308,ENST00000288319,-,21,38392402,38392403,8.736
654,21,38392403,38392404,P11308,ENST00000288319,-,21,38392403,38392404,-0.545
655,21,38392404,38392405,P11308,ENST00000288319,-,21,38392404,38392405,5.925
656,21,38392405,38392406,P11308,ENST00000288319,-,21,38392405,38392406,1.398
657,21,38392406,38392407,P11308,ENST00000288319,-,21,38392406,38392407,-4.763
