,uniprotID,ENST,canonical_uniprot_id_isoform
589,Q99853,ENST00000396057.6,Q99853
590,Q99856,ENST00000263620.8,Q99856
591,Q99929,ENST00000331289.5,Q99929
592,Q99958,ENST00000649859.1,Q99958
593,Q9BQY4,ENST00000371388.5,Q9BQY4
594,Q9BRH9,ENST00000292562.12,Q9BRH9
595,Q9BRJ9,ENST00000300057.5,Q9BRJ9
596,Q9BS31,ENST00000354957.8,Q9BS31
597,Q9BS34,ENST00000366503.3,Q9BS34
598,Q9BT49,ENST00000215742.9,Q9BT49
599,Q9BTP6,ENST00000317012.5,Q9BTP6
600,Q9BUY5,ENST00000253115.7,Q9BUY5
601,Q9BWM5,ENST00000196489.4,Q9BWM5
602,Q9BWW7,ENST00000569446.3,Q9BWW7
603,Q9BWX5,ENST00000252997.3,Q9BWX5
604,Q9BXG8,ENST00000296739.6,Q9BXG8
605,Q9BXK1,ENST00000250916.6,Q9BXK1
606,Q9BY31,ENST00000652011.2,Q9BY31
607,Q9BYU1,ENST00000251203.14,Q9BYU1
608,Q9BYV9,ENST00000257749.9,Q9BYV9
609,Q9BZE0,ENST00000262366.7,Q9BZE0
610,Q9BZE3,ENST00000263610.7,Q9BZE3
611,Q9BZI1,ENST00000302057.6,Q9BZI1
612,Q9BZM3,ENST00000326902.7,Q9BZM3
613,Q9C009,ENST00000296839.5,Q9C009
614,Q9C056,ENST00000368592.8,Q9C056
615,Q9C0D4,ENST00000326756.4,Q9C0D4
616,Q9C0F3,ENST00000314011.9,Q9C0F3
617,Q9C0J9,ENST00000242728.5,Q9C0J9
618,Q9GZV8,ENST00000276594.3,Q9GZV8
619,Q9GZX5,ENST00000243644.9,Q9GZX5
620,Q9GZZ0,ENST00000331462.6,Q9GZZ0
621,Q9H0M5,ENST00000254321.10,Q9H0M5
622,Q9H0W7,ENST00000308086.3,Q9H0W7
623,Q9H147,ENST00000372622.8,Q9H147
624,Q9H161,ENST00000652299.1,Q9H161
625,Q9H175,ENST00000228515.6,Q9H175
626,Q9H2A3,ENST00000313341.4,Q9H2A3
627,Q9H2C1,ENST00000261731.4,Q9H2C1
628,Q9H2P0,ENST00000349014.8,Q9H2P0
629,Q9H2Z4,ENST00000351817.5,Q9H2Z4
630,Q9H4Q3,ENST00000369215.5,Q9H4Q3
631,Q9H4Q4,ENST00000253008.3,Q9H4Q4
632,Q9H4S2,ENST00000302945.3,Q9H4S2
633,Q9H4T2,ENST00000340487.5,Q9H4T2
634,Q9H5H4,ENST00000380412.7,Q9H5H4
635,Q9H5J0,ENST00000673933.1,Q9H5J0
636,Q9H5L6,ENST00000302236.10,Q9H5L6
637,Q9H5V7,ENST00000368886.10,Q9H5V7
638,Q9H609,ENST00000336564.5,Q9H609
639,Q9H6B1,ENST00000281523.8,Q9H6B1
640,Q9H6I2,ENST00000297316.5,Q9H6I2
641,Q9H707,ENST00000391701.1,Q9H707
642,Q9H7R5,ENST00000396424.5,Q9H7R5
643,Q9H7S9,ENST00000331569.6,Q9H7S9
644,Q9H7X3,ENST00000330143.8,Q9H7X3
645,Q9H8G1,ENST00000261560.10,Q9H8G1
646,Q9H8N7,ENST00000344423.10,Q9H8N7
647,Q9H8Y5,ENST00000323348.10,Q9H8Y5
648,Q9H9D4,ENST00000311764.3,Q9H9D4
649,Q9H9Z2,ENST00000254231.4,Q9H9Z2
650,Q9HAH1,ENST00000307635.3,Q9HAH1
651,Q9HB31,ENST00000536498.6,Q9HB31
652,Q9HBT7,ENST00000395824.5,Q9HBT7
653,Q9HC44,ENST00000290795.7,Q9HC44
654,Q9HCC6,ENST00000304952.11,Q9HCC6
655,Q9HCE3,ENST00000336078.8,Q9HCE3
656,Q9HCK0,ENST00000373654.1,Q9HCK0
657,Q9HCL3,ENST00000270001.12,Q9HCL3
658,Q9HCS4,ENST00000282111.4,Q9HCS4
659,Q9HCU5,ENST00000260643.7,Q9HCU5
660,Q9HCX3,ENST00000282286.6,Q9HCX3
661,Q9HCZ1,ENST00000347606.8,Q9HCZ1
662,Q9HD90,ENST00000242994.4,Q9HD90
663,Q9NP08,ENST00000400677.5,Q9NP08
664,Q9NP62,ENST00000259803.8,Q9NP62
665,Q9NPC8,ENST00000303077.7,Q9NPC8
666,Q9NQ03,ENST00000246104.7,Q9NQ03
667,Q9NQ33,ENST00000531618.2,Q9NQ33
668,Q9NQ87,ENST00000372852.4,Q9NQ87
669,Q9NQL9,ENST00000190165.3,Q9NQL9
670,Q9NQV7,ENST00000296682.4,Q9NQV7
671,Q9NQX6,ENST00000253144.13,Q9NQX6
672,Q9NQZ8,ENST00000328070.10,Q9NQZ8
673,Q9NR55,ENST00000243440.2,Q9NR55
674,Q9NRM2,ENST00000361822.8,Q9NRM2
675,Q9NRY4,ENST00000672722.1,Q9NRY4
676,Q9NS37,ENST00000490820.2,Q9NS37
677,Q9NU39,ENST00000306507.7,Q9NU39
678,Q9NW07,ENST00000597229.2,Q9NW07
679,Q9NX63,ENST00000262570.10,Q9NX63
680,Q9NY43,ENST00000370445.5,Q9NY43
681,Q9NYD6,ENST00000303460.5,Q9NYD6
682,Q9NZI6,ENST00000263707.6,Q9NZI6
683,Q9NZL3,ENST00000336976.10,Q9NZL3
684,Q9NZV7,ENST00000593711.6,Q9NZV7
685,Q9P0J7,ENST00000409785.9,Q9P0J7
686,Q9P0T4,ENST00000270451.6,Q9P0T4
687,Q9P1Z0,ENST00000311403.4,Q9P1Z0
688,Q9P215,ENST00000367875.1,Q9P215
689,Q9P255,ENST00000456783.3,Q9P255
690,Q9P2F9,ENST00000299237.3,Q9P2F9
691,Q9P2Y4,ENST00000360947.8,Q9P2Y4
692,Q9P2Z0,ENST00000249861.9,Q9P2Z0
693,Q9UBC0,ENST00000305901.7,Q9UBC0
694,Q9UBD0,ENST00000370416.4,Q9UBD0
695,Q9UBP5,ENST00000368364.4,Q9UBP5
696,Q9UBX0,ENST00000295934.8,Q9UBX0
697,Q9UC06,ENST00000341976.5,Q9UC06
698,Q9UD57,ENST00000451024.5,Q9UD57
699,Q9UDV6,ENST00000335870.7,Q9UDV6
700,Q9UEG4,ENST00000262525.6,Q9UEG4
701,Q9UFW8,ENST00000309534.10,Q9UFW8
702,Q9UID6,ENST00000326361.7,Q9UID6
703,Q9UIE0,ENST00000429154.7,Q9UIE0
704,Q9UIH9,ENST00000296233.4,Q9UIH9
705,Q9UII5,ENST00000344930.7,Q9UII5
706,Q9UIU6,ENST00000216513.5,Q9UIU6
707,Q9UIW0,ENST00000234392.3,Q9UIW0
708,Q9UJN7,ENST00000244576.9,Q9UJN7
709,Q9UJU5,ENST00000371116.4,Q9UJU5
710,Q9UK10,ENST00000262894.11,Q9UK10
711,Q9UK11,ENST00000434772.8,Q9UK11
712,Q9UK13,ENST00000251269.9,Q9UK13
713,Q9UK33,ENST00000325333.10,Q9UK33
714,Q9UKD1,ENST00000266068.5,Q9UKD1
715,Q9UKN5,ENST00000228437.10,Q9UKN5
716,Q9UL17,ENST00000177694.2,Q9UL17
717,Q9UL59,ENST00000278314.5,Q9UL59
718,Q9ULD5,ENST00000247930.5,Q9ULD5
719,Q9ULM2,ENST00000311437.11,Q9ULM2
720,Q9UMN6,ENST00000420124.4,Q9UMN6
721,Q9UMQ3,ENST00000281437.6,Q9UMQ3
722,Q9UMR3,ENST00000408931.4,Q9UMR3
723,Q9UN79,ENST00000367204.6,Q9UN79
724,Q9UPG8,ENST00000246229.5,Q9UPG8
725,Q9Y2A4,ENST00000301547.10,Q9Y2A4
726,Q9Y2D1,ENST00000423777.7,Q9Y2D1
727,Q9Y2D9,ENST00000362063.6,Q9Y2D9
728,Q9Y2G7,ENST00000351218.6,Q9Y2G7
729,Q9Y2H8,ENST00000223428.9,Q9Y2H8
730,Q9Y2L8,ENST00000326775.10,Q9Y2L8
731,Q9Y2P0,ENST00000537055.4,Q9Y2P0
732,Q9Y2T7,ENST00000007699.10,Q9Y2T7
733,Q9Y2Y4,ENST00000262630.7,Q9Y2Y4
734,Q9Y2Y9,ENST00000307145.4,Q9Y2Y9
735,Q9Y330,ENST00000375525.4,Q9Y330
736,Q9Y473,ENST00000262259.7,Q9Y473
737,Q9Y4A0,ENST00000332349.5,Q9Y4A0
738,Q9Y4A8,ENST00000056233.4,Q9Y4A8
739,Q9Y4Z2,ENST00000242462.5,Q9Y4Z2
740,Q9Y5A6,ENST00000292450.9,Q9Y5A6
741,Q9Y5Q3,ENST00000373313.3,Q9Y5Q3
742,Q9Y5V0,ENST00000311212.9,Q9Y5V0
743,Q9Y5W3,ENST00000248071.6,Q9Y5W3
744,Q9Y651,ENST00000376945.4,Q9Y651
745,Q9Y6R6,ENST00000434248.6,Q9Y6R6
746,Q9Y6X8,ENST00000314393.6,Q9Y6X8
747,A0PJY2,ENST00000442488,A0PJY2-1
748,A1A519,ENST00000695508,A1A519-1
749,A6NFD8,ENST00000515777,A6NFD8-3
750,A6NJ46,ENST00000518699,A6NJ46-1
751,A6NNF4,ENST00000594466,A6NNF4-3
752,A8K8V0,ENST00000395216,A8K8V0-1
753,A8MT69,ENST00000392359,A8MT69-1
754,A8MZ59,ENST00000640845,A8MZ59-2
756,O00321,ENST00000403402,O00321-1
758,O00327,ENST00000529388,O00327-2
761,O00409,ENST00000345097,O00409-1
763,O00470,ENST00000272369,O00470-1
764,O00482,ENST00000367362,O00482-1
765,O00712,ENST00000380959,O00712-1
766,O00716,ENST00000346618,O00716-1
767,O14545,ENST00000412615,O14545-1
769,O14628,ENST00000399602,O14628-1
770,O14709,ENST00000628172,O14709-1
774,O14770,ENST00000561208,O14770-1
775,O14771,ENST00000576416,O14771-1
778,O14896,ENST00000367021,O14896-1
779,O14901,ENST00000305883,O14901-1
780,O14948,ENST00000265440,O14948-1
781,O15014,ENST00000326648,O15014-1
782,O15015,ENST00000300850,O15015-2
783,O15119,ENST00000257566,O15119-1
784,O15156,ENST00000535420,O15156-1
787,O15162,ENST00000342435,O15162-1
788,O15178,ENST00000296946,O15178-1
789,O15198,ENST00000379826,O15198-1
790,O15226,ENST00000304449,O15226-1
791,O15266,ENST00000381578,O15266-1
795,O15350,ENST00000713572,O15350-1
798,O15409,ENST00000350908,O15409-1
801,O15535,ENST00000531979,O15535-1
803,O43147,ENST00000426855,O43147-1
804,O43151,ENST00000409262,O43151-1
805,O43167,ENST00000698516,O43167-1
807,O43189,ENST00000374516,O43189-1
808,O43309,ENST00000684592,O43309-1
809,O43313,ENST00000709336,O43313-1
811,O43345,ENST00000397126,O43345-1
812,O43422,ENST00000260045,O43422-1
813,O43435,ENST00000329705,O43435-1
814,O43524,ENST00000406360,O43524-1
816,O43670,ENST00000321233,O43670-1
817,O43889,ENST00000353704,O43889-2
818,O43918,ENST00000291582,O43918-1
819,O60248,ENST00000538513,O60248-1
821,O60281,ENST00000369577,O60281-1
822,O60304,ENST00000219478,O60304-1
823,O60315,ENST00000627532,O60315-1
826,O60381,ENST00000640195,O60381-1
832,O60393,ENST00000467773,O60393-1
833,O60481,ENST00000287538,O60481-1
834,O60663,ENST00000373474,O60663-1
835,O60678,ENST00000331079,O60678-1
836,O60870,ENST00000379562,O60870-1
837,O60902,ENST00000441443,O60902-1
838,O75030,ENST00000352241,O75030-1
839,O75123,ENST00000633071,O75123-1
841,O75290,ENST00000683561,O75290-1
846,O75346,ENST00000589717,O75346-1
847,O75398,ENST00000382409,O75398-1
848,O75437,ENST00000357002,O75437-1
849,O75444,ENST00000393350,O75444-2
850,O75461,ENST00000381525,O75461-1
851,O75469,ENST00000393716,O75469-1
852,O75541,ENST00000565601,O75541-1
854,O75564,ENST00000615982,O75564-1
856,O75626,ENST00000369096,O75626-1
857,O75820,ENST00000339664,O75820-1
858,O75840,ENST00000309446,O75840-1
859,O75971,ENST00000563480,O75971-1
863,O94916,ENST00000354436,O94916-1
864,O94983,ENST00000348066,O94983-1
865,O94993,ENST00000265007,O94993-1
866,O95125,ENST00000530393,O95125-1
869,O95238,ENST00000374037,O95238-1
870,O95243,ENST00000249910,O95243-1
871,O95251,ENST00000259021,O95251-1
872,O95600,ENST00000468660,O95600-1
873,O95644,ENST00000427363,O95644-1
874,O95780,ENST00000397165,O95780-1
875,O95936,ENST00000295743,O95936-1
876,O95947,ENST00000395224,O95947-1
878,O95983,ENST00000434436,O95983-1
879,P01100,ENST00000303562,P01100-1
880,P01106,ENST00000621592,P01106-2
881,P02788,ENST00000231751,P02788-1
882,P03372,ENST00000443427,P03372-1
886,P04150,ENST00000503201,P04150-1
889,P04637,ENST00000508793,P04637-1
893,P06401,ENST00000325455,P06401-1
894,P08047,ENST00000327443,P08047-1
895,P08048,ENST00000383052,P08048-1
897,P08151,ENST00000228682,P08151-1
898,P08235,ENST00000344721,P08235-1
900,P08651,ENST00000443272,P08651-1
901,P09086,ENST00000526816,P09086-1
902,P09630,ENST00000243108,P09630-1
903,P0C6A0,ENST00000707000,P0C6A0-2
904,P0C7X2,ENST00000223459,P0C7X2-1
905,P10070,ENST00000452319,P10070-5
906,P10072,ENST00000324411,P10072-1
907,P10242,ENST00000367814,P10242-1
908,P10243,ENST00000522677,P10243-1
909,P10244,ENST00000217026,P10244-1
910,P10275,ENST00000374690,P10275-1
912,P10276,ENST00000394089,P10276-1
914,P10826,ENST00000688892,P10826-1
919,P10827,ENST00000264637,P10827-1
921,P10828,ENST00000646432,P10828-1
930,P11161,ENST00000637191,P11161-1
932,P11308,ENST00000288319,P11308-4
933,P11473,ENST00000395324,P11473-1
935,P11474,ENST00000405666,P11474-1
937,P12524,ENST00000372816,P12524-1
938,P12757,ENST00000465590,P12757-1
941,P13056,ENST00000333003,P13056-1
942,P13378,ENST00000313173,P13378-1
943,P13631,ENST00000425354,P13631-1
944,P14316,ENST00000696851,P14316-1
954,P14651,ENST00000498678,P14651-1
958,P14653,ENST00000239174,P14653-1
959,P14859,ENST00000541643,P14859-1
960,P14921,ENST00000319397,P14921-1
961,P15336,ENST00000392544,P15336-1
963,P15407,ENST00000312562,P15407-1
964,P15408,ENST00000264716,P15408-1
965,P15621,ENST00000356109,P15621-1
966,P15622,ENST00000292579,P15622-1
967,P15822,ENST00000379388,P15822-1
968,P15863,ENST00000398485,P15863-1
969,P15884,ENST00000356073,P15884-1
971,P15918,ENST00000697715,P15918-1
975,P15923,ENST00000262965,P15923-1
976,P15976,ENST00000376670,P15976-1
977,P16220,ENST00000430624,P16220-2
979,P16415,ENST00000341191,P16415-1
980,P16989,ENST00000228251,P16989-1
981,P17010,ENST00000379177,P17010-1
983,P17014,ENST00000405858,P17014-1
984,P17021,ENST00000601808,P17021-1
985,P17022,ENST00000322748,P17022-1
988,P17023,ENST00000564230,P17023-1
990,P17025,ENST00000396965,P17025-1
991,P17027,ENST00000428724,P17027-1
994,P17028,ENST00000399061,P17028-1
996,P17030,ENST00000302609,P17030-1
997,P17035,ENST00000457749,P17035-1
998,P17036,ENST00000424697,P17036-1
1000,P17038,ENST00000354959,P17038-1
1001,P17039,ENST00000601142,P17039-1
1002,P17040,ENST00000684572,P17040-1
1004,P17096,ENST00000447654,P17096-1
1006,P17097,ENST00000532777,P17097-1
1008,P17509,ENST00000484302,P17509-1
1010,P17542,ENST00000691006,P17542-1
1013,P17544,ENST00000456903,P17544-6
1015,P17676,ENST00000303004,P17676-1
1016,P17861,ENST00000216037,P17861-1
1017,P17947,ENST00000378538,P17947-1
1018,P18583,ENST00000356577,P18583-1
1019,P18846,ENST00000262053,P18846-1
1020,P18847,ENST00000366987,P18847-1
1022,P19419,ENST00000376983,P19419-1
1024,P19484,ENST00000678831,P19484-1
1036,P19532,ENST00000315869,P19532-1
1038,P19793,ENST00000481739,P19793-1
1039,P19838,ENST00000505458,P19838-1
1041,P20226,ENST00000392092,P20226-1
1043,P20265,ENST00000328345,P20265-1
1044,P22392,ENST00000514264,P22392-1
1049,P22415,ENST00000368021,P22415-1
1051,P22736,ENST00000394825,P22736-1
1054,P23497,ENST00000264052,P23497-1
1055,P23511,ENST00000341376,P23511-1
1056,P23759,ENST00000420770,P23759-3
1057,P23760,ENST00000350526,P23760-1
1058,P23769,ENST00000487848,P23769-1
1060,P23771,ENST00000346208,P23771-1
1061,P24468,ENST00000394166,P24468-1
1062,P26358,ENST00000340748,P26358-1
1063,P26367,ENST00000241001,P26367-1
1070,P27540,ENST00000358595,P27540-1
1071,P28069,ENST00000350375,P28069-1
1072,P28324,ENST00000616704,P28324-1
1074,P28347,ENST00000527636,P28347-1
1075,P28698,ENST00000599369,P28698-1
1077,P28702,ENST00000436753,P28702-1
1083,P31260,ENST00000283921,P31260-1
1084,P31314,ENST00000370196,P31314-1
1085,P32243,ENST00000685244,P32243-1
1091,P32314,ENST00000340553,P32314-1
1092,P32519,ENST00000239882,P32519-1
1093,P35398,ENST00000335670,P35398-2
1094,P35452,ENST00000406506,P35452-1
1095,P35638,ENST00000623876,P35638-1
1098,P35680,ENST00000617811,P35680-1
1100,P35711,ENST00000451604,P35711-1
1101,P35712,ENST00000528429,P35712-1
1103,P35789,ENST00000343769,P35789-1
1104,P36508,ENST00000373953,P36508-1
1105,P36956,ENST00000261646,P36956-1
1106,P37231,ENST00000287820,P37231-1
1107,P37275,ENST00000320985,P37275-1
1108,P39880,ENST00000292535,P39880-1
1110,P40424,ENST00000420696,P40424-1
1111,P40426,ENST00000373489,P40426-1
1112,P40763,ENST00000678960,P40763-1
1117,P41161,ENST00000434744,P41161-1
1119,P41162,ENST00000368192,P41162-1
1120,P41182,ENST00000406870,P41182-1
1122,P41235,ENST00000316099,P41235-1
1123,P42224,ENST00000698141,P42224-1
1128,P42226,ENST00000556155,P42226-1
1132,P42229,ENST00000677301,P42229-1
1136,P43268,ENST00000591713,P43268-1
1139,P43354,ENST00000339562,P43354-1
1141,P43694,ENST00000647274,P43694-1
1144,P43699,ENST00000522719,P43699-1
1147,P47902,ENST00000231656,P47902-1
1148,P48378,ENST00000359161,P48378-1
1150,P48380,ENST00000382004,P48380-1
1152,P48382,ENST00000452671,P48382-1
1155,P49116,ENST00000425241,P49116-1
1158,P49450,ENST00000335756,P49450-1
1159,P49640,ENST00000496902,P49640-1
1160,P49711,ENST00000264010,P49711-1
1165,P49715,ENST00000498907,P49715-1
1166,P50219,ENST00000252971,P50219-1
1167,P50221,ENST00000318579,P50221-1
1168,P50539,ENST00000239007,P50539-1
1169,P50548,ENST00000222329,P50548-1
1170,P50549,ENST00000430479,P50549-1
1172,P51449,ENST00000318247,P51449-1
1173,P51522,ENST00000597597,P51522-1
1176,P51608,ENST00000303391,P51608-1
1177,P51815,ENST00000370766,P51815-1
1178,P51843,ENST00000378970,P51843-1
1179,P52630,ENST00000698192,P52630-3
1181,P52736,ENST00000698705,P52736-1
1189,P52738,ENST00000355557,P52738-1
1190,P52739,ENST00000682664,P52739-1
1192,P52740,ENST00000254166,P52740-1
1193,P52741,ENST00000396161,P52741-1
1194,P52742,ENST00000313434,P52742-1
1195,P52747,ENST00000396602,P52747-1
1196,P52926,ENST00000403681,P52926-1
1197,P52952,ENST00000329198,P52952-1
1198,P53539,ENST00000353609,P53539-1
1199,P54274,ENST00000276603,P54274-1
1200,P54821,ENST00000239461,P54821-1
1201,P54845,ENST00000647376,P54845-1
1207,P55055,ENST00000652203,P55055-1
1210,P55317,ENST00000250448,P55317-1
1211,P55347,ENST00000291547,P55347-1
1212,P56177,ENST00000709712,P56177-1
1214,P56178,ENST00000648378,P56178-1
1215,P56270,ENST00000322945,P56270-1
1216,P56693,ENST00000396884,P56693-1
1218,P57082,ENST00000240335,P57082-1
1219,P57682,ENST00000261438,P57682-1
1220,P61244,ENST00000358664,P61244-1
1221,P61296,ENST00000359562,P61296-1
1222,P62508,ENST00000408911,P62508-1
1223,P78347,ENST00000573035,P78347-1
1224,P78411,ENST00000394636,P78411-1
1225,P78413,ENST00000513692,P78413-1
1228,P78424,ENST00000403058,P78424-1
1229,P78545,ENST00000367284,P78545-1
1232,P82094,ENST00000398559,P82094-1
1233,P84022,ENST00000327367,P84022-1
1234,P84550,ENST00000380035,P84550-1
1235,P85037,ENST00000328914,P85037-1
1236,P98177,ENST00000374259,P98177-1
1237,P98182,ENST00000431561,P98182-1
1239,Q00613,ENST00000646252,Q00613-1
1241,Q00653,ENST00000661543,Q00653-1
1243,Q01167,ENST00000335255,Q01167-1
1244,Q01196,ENST00000344691,Q01196-1
1245,Q01538,ENST00000650655,Q01538-1
1248,Q01543,ENST00000527786,Q01543-1
1249,Q01826,ENST00000338745,Q01826-1
1257,Q01851,ENST00000377208,Q01851-1
1258,Q01860,ENST00000454714,Q01860-1
1265,Q01892,ENST00000595883,Q01892-1
1266,Q02078,ENST00000686611,Q02078-1
1267,Q02080,ENST00000444486,Q02080-1
1268,Q02086,ENST00000376741,Q02086-1
1269,Q02447,ENST00000310015,Q02447-1
1270,Q02548,ENST00000358127,Q02548-1
1271,Q02930,ENST00000357727,Q02930-1
1272,Q02962,ENST00000428433,Q02962-1
1273,Q03060,ENST00000429130,Q03060-5
1274,Q03112,ENST00000494292,Q03112-7
1275,Q03164,ENST00000389506,Q03164-1
1276,Q03181,ENST00000360694,Q03181-1
1278,Q03923,ENST00000615320,Q03923-1
1280,Q03933,ENST00000368455,Q03933-1
1281,Q03936,ENST00000328747,Q03936-1
1282,Q03989,ENST00000357485,Q03989-1
1283,Q04206,ENST00000406246,Q04206-1
1284,Q04741,ENST00000258106,Q04741-1
1285,Q04743,ENST00000553456,Q04743-1
1286,Q04864,ENST00000295025,Q04864-1
1287,Q05195,ENST00000264444,Q05195-1
1288,Q05481,ENST00000300619,Q05481-1
1289,Q05516,ENST00000335953,Q05516-1
1297,Q06330,ENST00000512671,Q06330-1
1300,Q06413,ENST00000437473,Q06413-1
1303,Q06710,ENST00000429538,Q06710-1
1305,Q06730,ENST00000458705,Q06730-1
1306,Q06889,ENST00000317216,Q06889-1
1307,Q07687,ENST00000234198,Q07687-1
1308,Q07869,ENST00000407236,Q07869-1
1310,Q08050,ENST00000359843,Q08050-1
1311,Q0D2J5,ENST00000358987,Q0D2J5-1
1312,Q10587,ENST00000266304,Q10587-1
1313,Q12772,ENST00000361204,Q12772-1
1314,Q12800,ENST00000257915,Q12800-1
1315,Q12830,ENST00000321892,Q12830-1
1316,Q12837,ENST00000281321,Q12837-1
1317,Q12857,ENST00000403491,Q12857-1
1318,Q12901,ENST00000611002,Q12901-1
1321,Q12951,ENST00000306268,Q12951-1
1322,Q12968,ENST00000346183,Q12968-1
1323,Q12986,ENST00000379540,Q12986-1
1324,Q13029,ENST00000311066,Q13029-1
1326,Q13105,ENST00000375743,Q13105-1
1327,Q13118,ENST00000285407,Q13118-1
1328,Q13127,ENST00000675105,Q13127-1
1330,Q13133,ENST00000467728,Q13133-1
1332,Q13342,ENST00000392045,Q13342-1
1333,Q13360,ENST00000683217,Q13360-1
1335,Q13398,ENST00000347302,Q13398-1
1336,Q13422,ENST00000331340,Q13422-1
1337,Q13469,ENST00000396009,Q13469-1
1338,Q13568,ENST00000473745,Q13568-1
1340,Q13761,ENST00000308873,Q13761-1
1341,Q13887,ENST00000377687,Q13887-1
1342,Q13948,ENST00000292538,Q13948-1
1344,Q13950,ENST00000647337,Q13950-1
1346,Q13952,ENST00000308733,Q13952-1
1347,Q14151,ENST00000252542,Q14151-1
1348,Q14186,ENST00000375370,Q14186-1
1349,Q14188,ENST00000489671,Q14188-1
1350,Q14190,ENST00000290399,Q14190-1
1351,Q14494,ENST00000362042,Q14494-1
1352,Q14526,ENST00000322941,Q14526-1
1353,Q14541,ENST00000354370,Q14541-1
1354,Q14587,ENST00000536435,Q14587-1
1356,Q14590,ENST00000291182,Q14590-1
1357,Q14592,ENST00000360338,Q14592-1
1358,Q14593,ENST00000476120,Q14593-1
1359,Q14653,ENST00000597198,Q14653-1
1362,Q14781,ENST00000310942,Q14781-1
1363,Q147U1,ENST00000397902,Q147U1-1
1364,Q14814,ENST00000708596,Q14814-1
1366,Q14865,ENST00000279873,Q14865-1
1367,Q14919,ENST00000312515,Q14919-1
1368,Q14934,ENST00000642302,Q14934-1
1370,Q14938,ENST00000592199,Q14938-1
1371,Q14994,ENST00000367982,Q14994-1
1372,Q15047,ENST00000271640,Q15047-1
1373,Q15306,ENST00000380956,Q15306-1
1374,Q15329,ENST00000416274,Q15329-1
1375,Q15406,ENST00000487099,Q15406-1
1376,Q15424,ENST00000292123,Q15424-1
1377,Q15554,ENST00000254942,Q15554-3
1378,Q15561,ENST00000359864,Q15561-1
1379,Q15562,ENST00000311227,Q15562-1
1380,Q15651,ENST00000344726,Q15651-1
1381,Q15697,ENST00000571936,Q15697-1
1383,Q15714,ENST00000458659,Q15714-1
1384,Q15723,ENST00000686138,Q15723-5
1386,Q15776,ENST00000457389,Q15776-1
1388,Q15788,ENST00000348332,Q15788-1
1390,Q15797,ENST00000515385,Q15797-1
1393,Q15853,ENST00000222305,Q15853-1
1394,Q15911,ENST00000641206,Q15911-1
1396,Q15973,ENST00000543802,Q15973-3
1397,Q16236,ENST00000397062,Q16236-1
1398,Q16534,ENST00000226067,Q16534-1
1399,Q16587,ENST00000611540,Q16587-1
1401,Q16650,ENST00000389554,Q16650-1
1402,Q16656,ENST00000393232,Q16656-1
1405,Q16665,ENST00000337138,Q16665-1
1406,Q16670,ENST00000623276,Q16670-1
1407,Q17R98,ENST00000508784,Q17R98-1
1408,Q2KHR2,ENST00000559447,Q2KHR2-3
1409,Q2M1K9,ENST00000561648,Q2M1K9-1
1410,Q2M218,ENST00000409324,Q2M218-1
1412,Q2M3W8,ENST00000492450,Q2M3W8-1
1413,Q2M3X9,ENST00000523374,Q2M3X9-1
1414,Q2QGD7,ENST00000389709,Q2QGD7-1
1415,Q2VWA4,ENST00000620245,Q2VWA4-1
1417,Q33E94,ENST00000392842,Q33E94-1
1418,Q3KNS6,ENST00000391711,Q3KNS6-1
1419,Q3KP31,ENST00000343325,Q3KP31-1
1420,Q3MIS6,ENST00000360465,Q3MIS6-1
1421,Q3SXZ3,ENST00000510175,Q3SXZ3-1
1422,Q3SY52,ENST00000597850,Q3SY52-1
1423,Q3ZCX4,ENST00000706170,Q3ZCX4-1
1425,Q49A26,ENST00000321919,Q49A26-1
1426,Q4G112,ENST00000323777,Q4G112-1
1427,Q4VC44,ENST00000253928,Q4VC44-1
1428,Q53EQ6,ENST00000504548,Q53EQ6-1
1430,Q53GI3,ENST00000651061,Q53GI3-1
1432,Q5BKZ1,ENST00000340281,Q5BKZ1-1
1433,Q5CZA5,ENST00000414468,Q5CZA5-1
1434,Q5FWF6,ENST00000331410,Q5FWF6-1
1435,Q5H9K5,ENST00000540921,Q5H9K5-1
1437,Q5JUK2,ENST00000298466,Q5JUK2-1
1438,Q5JVG2,ENST00000375495,Q5JVG2-1
1439,Q5JVG8,ENST00000591639,Q5JVG8-1
1442,Q5MCW4,ENST00000392149,Q5MCW4-1
1444,Q5SQQ9,ENST00000369206,Q5SQQ9-1
1445,Q5SVQ8,ENST00000367405,Q5SVQ8-1
1446,Q5T1R4,ENST00000372583,Q5T1R4-1
1447,Q5T6S3,ENST00000373896,Q5T6S3-1
1448,Q5T7W0,ENST00000374126,Q5T7W0-1
1449,Q5TC79,ENST00000695459,Q5TC79-1
1451,Q5TYW1,ENST00000621410,Q5TYW1-1
1453,Q5VIY5,ENST00000595646,Q5VIY5-1
1454,Q5VTD9,ENST00000372122,Q5VTD9-1
1456,Q5VUA4,ENST00000361428,Q5VUA4-1
1457,Q5VV52,ENST00000651192,Q5VV52-2
1459,Q5VVJ2,ENST00000472487,Q5VVJ2-1
1460,Q5VZF2,ENST00000376673,Q5VZF2-1
1461,Q63HK3,ENST00000328086,Q63HK3-1
1462,Q68CJ9,ENST00000078445,Q68CJ9-1
1463,Q68CP9,ENST00000334344,Q68CP9-1
