,0,1,2,ENST,12,PhyloP,AD,DBD
22086,22,42209822,42209823,ENST00000359486,-1,0.728,False,True
22087,22,42209823,42209824,ENST00000359486,-1,-1.037,False,True
22088,22,42209824,42209825,ENST00000359486,-1,-1.257,False,True
22089,22,42209825,42209826,ENST00000359486,-1,5.696,False,True
22090,22,42209826,42209827,ENST00000359486,-1,0.905,False,True
22091,22,42209827,42209828,ENST00000359486,-1,4.055,False,True
22092,22,42209828,42209829,ENST00000359486,-1,8.62,False,True
22093,22,42209829,42209830,ENST00000359486,-1,4.02,False,True
22094,22,42209830,42209831,ENST00000359486,-1,3.077,False,True
22095,22,42209831,42209832,ENST00000359486,-1,6.236,False,True
22096,22,42209832,42209833,ENST00000359486,-1,6.236,False,True
22097,22,42209833,42209834,ENST00000359486,-1,0.501,False,True
22098,22,42209834,42209835,ENST00000359486,-1,6.873,False,True
22099,22,42209835,42209836,ENST00000359486,-1,-0.329,False,True
22100,22,42209836,42209837,ENST00000359486,-1,6.867,False,True
22101,22,42209837,42209838,ENST00000359486,-1,6.236,False,True
22102,22,42209838,42209839,ENST00000359486,-1,8.725,False,True
22103,22,42209839,42209840,ENST00000359486,-1,4.077,False,True
22104,22,42209840,42209841,ENST00000359486,-1,1.721,False,True
22105,22,42209841,42209842,ENST00000359486,-1,4.607,False,True
22106,22,42209842,42209843,ENST00000359486,-1,1.294,False,True
22107,22,42209843,42209844,ENST00000359486,-1,-0.13,False,True
22108,22,42209844,42209845,ENST00000359486,-1,4.111,False,True
22109,22,42209845,42209846,ENST00000359486,-1,0.243,False,True
22110,22,42209846,42209847,ENST00000359486,-1,6.844,False,True
22111,22,42209847,42209848,ENST00000359486,-1,3.696,False,True
22112,22,42209848,42209849,ENST00000359486,-1,8.725,False,True
22113,22,42209849,42209850,ENST00000359486,-1,6.236,False,True
22114,22,42209850,42209851,ENST00000359486,-1,6.236,False,True
22115,22,42209851,42209852,ENST00000359486,-1,-0.027,False,True
22116,22,42209852,42209853,ENST00000359486,-1,6.236,False,True
22117,22,42209853,42209854,ENST00000359486,-1,8.725,False,True
22118,22,42209854,42209855,ENST00000359486,-1,-0.864,False,True
22119,22,42209855,42209856,ENST00000359486,-1,4.902,False,True
22120,22,42209856,42209857,ENST00000359486,-1,1.351,False,True
22121,22,42209857,42209858,ENST00000359486,-1,6.81,False,True
22122,22,42209858,42209859,ENST00000359486,-1,3.413,False,True
22123,22,42209859,42209860,ENST00000359486,-1,0.471,False,True
22124,22,42209860,42209861,ENST00000359486,-1,4.015,False,True
22125,22,42209861,42209862,ENST00000359486,-1,8.725,False,True
22126,22,42209862,42209863,ENST00000359486,-1,5.66,False,True
22127,22,42209863,42209864,ENST00000359486,-1,4.097,False,True
22128,22,42209864,42209865,ENST00000359486,-1,6.236,False,True
22129,22,42209865,42209866,ENST00000359486,-1,8.725,False,True
22130,22,42209866,42209867,ENST00000359486,-1,-9.763,False,True
22131,22,42209867,42209868,ENST00000359486,-1,4.058,False,True
22132,22,42209868,42209869,ENST00000359486,-1,-1.442,False,True
22133,22,42209869,42209870,ENST00000359486,-1,2.275,False,True
22134,22,42209870,42209871,ENST00000359486,-1,5.734,False,True
22135,22,42209871,42209872,ENST00000359486,-1,2.44,False,True
22136,22,42209872,42209873,ENST00000359486,-1,-0.107,False,True
22137,22,42209873,42209874,ENST00000359486,-1,8.62,False,True
22138,22,42209874,42209875,ENST00000359486,-1,8.725,False,True
22139,22,42209875,42209876,ENST00000359486,-1,1.3,False,True
22140,22,42209876,42209877,ENST00000359486,-1,4.635,False,True
22141,22,42209877,42209878,ENST00000359486,-1,6.236,False,True
22142,22,42209878,42209879,ENST00000359486,-1,1.433,False,True
22143,22,42209879,42209880,ENST00000359486,-1,4.64,False,True
22144,22,42209880,42209881,ENST00000359486,-1,6.236,False,True
22145,22,42209881,42209882,ENST00000359486,-1,0.659,False,True
22146,22,42209882,42209883,ENST00000359486,-1,8.725,False,True
22147,22,42209883,42209884,ENST00000359486,-1,4.565,False,True
22148,22,42209884,42209885,ENST00000359486,-1,-0.797,False,True
22149,22,42209885,42209886,ENST00000359486,-1,8.62,False,True
22150,22,42209886,42209887,ENST00000359486,-1,8.62,False,True
22151,22,42209887,42209888,ENST00000359486,-1,0.855,False,True
22152,22,42209888,42209889,ENST00000359486,-1,6.211,False,True
22153,22,42209889,42209890,ENST00000359486,-1,6.861,False,True
22154,22,42209890,42209891,ENST00000359486,-1,-0.457,False,True
22155,22,42209891,42209892,ENST00000359486,-1,8.725,False,True
22156,22,42209892,42209893,ENST00000359486,-1,8.725,False,True
22157,22,42209893,42209894,ENST00000359486,-1,4.576,False,True
22158,22,42209894,42209895,ENST00000359486,-1,8.725,False,True
22159,22,42209895,42209896,ENST00000359486,-1,-0.105,False,True
22160,22,42209896,42209897,ENST00000359486,-1,4.736,False,True
22161,22,42209897,42209898,ENST00000359486,-1,8.62,False,True
22162,22,42209898,42209899,ENST00000359486,-1,1.418,False,True
22163,22,42209899,42209900,ENST00000359486,-1,2.852,False,True
22164,22,42209900,42209901,ENST00000359486,-1,4.559,False,True
22165,22,42209901,42209902,ENST00000359486,-1,3.997,False,True
22166,22,42209902,42209903,ENST00000359486,-1,1.359,False,True
22167,22,42209903,42209904,ENST00000359486,-1,6.773,False,True
22168,22,42209904,42209905,ENST00000359486,-1,1.263,False,True
22169,22,42209905,42209906,ENST00000359486,-1,0.713,False,True
22170,22,42209906,42209907,ENST00000359486,-1,8.725,False,True
22171,22,42209907,42209908,ENST00000359486,-1,4.799,False,True
22172,22,42209908,42209909,ENST00000359486,-1,-0.003,False,True
22173,22,42209909,42209910,ENST00000359486,-1,6.86,False,True
22174,22,42209910,42209911,ENST00000359486,-1,8.62,False,True
22175,22,42209911,42209912,ENST00000359486,-1,1.189,False,True
22176,22,42209912,42209913,ENST00000359486,-1,8.725,False,True
22177,22,42209913,42209914,ENST00000359486,-1,8.725,False,True
22178,22,42209914,42209915,ENST00000359486,-1,-0.61,False,True
22179,22,42209915,42209916,ENST00000359486,-1,6.928,False,True
22180,22,42209916,42209917,ENST00000359486,-1,6.893,False,True
22181,22,42209917,42209918,ENST00000359486,-1,-4.515,False,True
22182,22,42209918,42209919,ENST00000359486,-1,4.025,False,True
22183,22,42209919,42209920,ENST00000359486,-1,4.855,False,True
22184,22,42209920,42209921,ENST00000359486,-1,2.276,False,True
22185,22,42209921,42209922,ENST00000359486,-1,8.725,False,True
22186,22,42209922,42209923,ENST00000359486,-1,6.211,False,True
22187,22,42209923,42209924,ENST00000359486,-1,8.62,False,True
22188,22,42209924,42209925,ENST00000359486,-1,6.236,False,True
22189,22,42209925,42209926,ENST00000359486,-1,8.725,False,True
22190,22,42209926,42209927,ENST00000359486,-1,0.477,False,True
22191,22,42209927,42209928,ENST00000359486,-1,6.236,False,True
22192,22,42209928,42209929,ENST00000359486,-1,8.725,False,True
22193,22,42209929,42209930,ENST00000359486,-1,-8.064,False,True
22194,22,42209930,42209931,ENST00000359486,-1,8.62,False,True
22195,22,42209931,42209932,ENST00000359486,-1,6.211,False,True
22196,22,42209932,42209933,ENST00000359486,-1,4.787,False,True
22197,22,42209933,42209934,ENST00000359486,-1,8.725,False,True
22198,22,42209934,42209935,ENST00000359486,-1,6.855,False,True
22199,22,42209935,42209936,ENST00000359486,-1,3.312,False,True
22200,22,42209936,42209937,ENST00000359486,-1,6.236,False,True
22201,22,42209937,42209938,ENST00000359486,-1,8.62,False,True
22202,22,42209938,42209939,ENST00000359486,-1,0.198,False,True
22203,22,42209939,42209940,ENST00000359486,-1,8.725,False,True
22204,22,42209940,42209941,ENST00000359486,-1,8.62,False,True
22205,22,42209941,42209942,ENST00000359486,-1,2.375,False,True
22206,22,42209942,42209943,ENST00000359486,-1,8.725,False,True
22207,22,42209943,42209944,ENST00000359486,-1,8.62,False,True
22208,22,42209944,42209945,ENST00000359486,-1,5.767,False,True
22209,22,42209945,42209946,ENST00000359486,-1,6.236,False,True
22210,22,42209946,42209947,ENST00000359486,-1,6.236,False,True
22211,22,42209947,42209948,ENST00000359486,-1,1.138,False,True
22212,22,42209948,42209949,ENST00000359486,-1,6.211,False,True
22213,22,42209949,42209950,ENST00000359486,-1,6.211,False,True
22214,22,42209950,42209951,ENST00000359486,-1,6.967,False,True
22215,22,42209951,42209952,ENST00000359486,-1,8.725,False,True
22216,22,42209952,42209953,ENST00000359486,-1,2.193,False,True
22217,22,42209953,42209954,ENST00000359486,-1,6.518,False,True
22218,22,42209954,42209955,ENST00000359486,-1,8.62,False,True
22219,22,42209955,42209956,ENST00000359486,-1,8.62,False,True
22220,22,42209956,42209957,ENST00000359486,-1,1.706,False,True
22221,22,42209957,42209958,ENST00000359486,-1,6.236,False,True
22222,22,42209958,42209959,ENST00000359486,-1,8.62,False,True
22223,22,42209959,42209960,ENST00000359486,-1,-0.658,False,True
22224,22,42209960,42209961,ENST00000359486,-1,8.62,False,True
22225,22,42209961,42209962,ENST00000359486,-1,0.73,False,True
22226,22,42209962,42209963,ENST00000359486,-1,-4.743,False,True
22227,22,42209963,42209964,ENST00000359486,-1,8.62,False,True
22228,22,42209964,42209965,ENST00000359486,-1,8.725,False,True
22229,22,42209965,42209966,ENST00000359486,-1,3.404,False,True
22230,22,42209966,42209967,ENST00000359486,-1,6.211,False,True
22231,22,42209967,42209968,ENST00000359486,-1,4.823,False,True
22232,22,42209968,42209969,ENST00000359486,-1,2.847,False,True
22233,22,42209969,42209970,ENST00000359486,-1,8.725,False,True
22234,22,42209970,42209971,ENST00000359486,-1,6.236,False,True
22235,22,42209971,42209972,ENST00000359486,-1,6.97,False,True
22236,22,42209972,42209973,ENST00000359486,-1,8.725,False,True
22237,22,42209973,42209974,ENST00000359486,-1,1.302,False,True
22238,22,42209974,42209975,ENST00000359486,-1,4.897,False,True
22239,22,42209975,42209976,ENST00000359486,-1,6.236,False,True
22240,22,42209976,42209977,ENST00000359486,-1,8.62,False,True
22241,22,42209977,42209978,ENST00000359486,-1,4.905,False,True
22242,22,42209978,42209979,ENST00000359486,-1,6.236,False,True
22243,22,42209979,42209980,ENST00000359486,-1,8.725,False,True
22244,22,42209980,42209981,ENST00000359486,-1,3.499,False,True
22245,22,42209981,42209982,ENST00000359486,-1,6.236,False,True
22246,22,42209982,42209983,ENST00000359486,-1,6.236,False,True
22247,22,42209983,42209984,ENST00000359486,-1,2.833,False,True
22248,22,42209984,42209985,ENST00000359486,-1,6.236,False,True
22249,22,42209985,42209986,ENST00000359486,-1,8.605,False,True
22250,22,42209986,42209987,ENST00000359486,-1,3.391,False,True
22251,22,42209987,42209988,ENST00000359486,-1,1.849,False,True
22252,22,42209988,42209989,ENST00000359486,-1,4.879,False,True
22253,22,42209989,42209990,ENST00000359486,-1,2.11,False,True
22254,22,42209990,42209991,ENST00000359486,-1,0.696,False,True
22255,22,42209991,42209992,ENST00000359486,-1,0.893,False,True
22256,22,42209992,42209993,ENST00000359486,-1,0.708,False,True
22257,22,42209993,42209994,ENST00000359486,-1,5.048,False,True
22258,22,42209994,42209995,ENST00000359486,-1,5.486,False,True
22259,22,42209995,42209996,ENST00000359486,-1,8.42,False,True
22260,22,42209996,42209997,ENST00000359486,-1,3.381,False,True
22261,22,42209997,42209998,ENST00000359486,-1,6.672,False,True
22262,22,42209998,42209999,ENST00000359486,-1,3.352,False,True
22263,22,42209999,42210000,ENST00000359486,-1,6.236,False,True
22264,22,42210000,42210001,ENST00000359486,-1,6.942,False,True
22265,22,42210001,42210002,ENST00000359486,-1,-0.861,False,True
22266,22,42210002,42210003,ENST00000359486,-1,4.596,False,True
22267,22,42210003,42210004,ENST00000359486,-1,6.961,False,True
22268,22,42210004,42210005,ENST00000359486,-1,1.907,False,True
22269,22,42210005,42210006,ENST00000359486,-1,6.236,False,True
22270,22,42210006,42210007,ENST00000359486,-1,8.725,False,True
22271,22,42210007,42210008,ENST00000359486,-1,6.97,False,True
22272,22,42210008,42210009,ENST00000359486,-1,6.236,False,True
22273,22,42210009,42210010,ENST00000359486,-1,8.725,False,True
22274,22,42210010,42210011,ENST00000359486,-1,5.784,False,True
22275,22,42210011,42210012,ENST00000359486,-1,6.236,False,True
22276,22,42210012,42210013,ENST00000359486,-1,8.725,False,True
22277,22,42210013,42210014,ENST00000359486,-1,1.73,False,True
22278,22,42210014,42210015,ENST00000359486,-1,8.62,False,True
22279,22,42210015,42210016,ENST00000359486,-1,6.236,False,True
22280,22,42210016,42210017,ENST00000359486,-1,8.62,False,True
22281,22,42210017,42210018,ENST00000359486,-1,6.236,False,True
22282,22,42210018,42210019,ENST00000359486,-1,8.725,False,True
22283,22,42210019,42210020,ENST00000359486,-1,2.224,False,True
22284,22,42210020,42210021,ENST00000359486,-1,8.62,False,True
22285,22,42210021,42210022,ENST00000359486,-1,6.236,False,True
22286,22,42210022,42210023,ENST00000359486,-1,4.555,False,True
22287,22,42210023,42210024,ENST00000359486,-1,6.236,False,True
22288,22,42210024,42210025,ENST00000359486,-1,6.236,False,True
22289,22,42210025,42210026,ENST00000359486,-1,4.616,False,True
22290,22,42210026,42210027,ENST00000359486,-1,4.798,False,True
22291,22,42210027,42210028,ENST00000359486,-1,6.211,False,True
22292,22,42210028,42210029,ENST00000359486,-1,3.107,False,True
22293,22,42210029,42210030,ENST00000359486,-1,8.725,False,True
22294,22,42210030,42210031,ENST00000359486,-1,6.952,False,True
22295,22,42210031,42210032,ENST00000359486,-1,-3.729,False,True
22296,22,42210032,42210033,ENST00000359486,-1,4.61,False,True
22297,22,42210033,42210034,ENST00000359486,-1,6.236,False,True
22298,22,42210034,42210035,ENST00000359486,-1,-3.561,False,True
22299,22,42210035,42210036,ENST00000359486,-1,8.62,False,True
22300,22,42210036,42210037,ENST00000359486,-1,4.598,False,True
22301,22,42210037,42210038,ENST00000359486,-1,0.468,False,True
22302,22,42210038,42210039,ENST00000359486,-1,5.676,False,True
22303,22,42210039,42210040,ENST00000359486,-1,1.926,False,True
22304,22,42210040,42210041,ENST00000359486,-1,-1.433,False,True
22305,22,42210041,42210042,ENST00000359486,-1,6.962,False,True
22306,22,42210042,42210043,ENST00000359486,-1,6.236,False,True
22307,22,42210043,42210044,ENST00000359486,-1,6.236,False,True
22308,22,42210044,42210045,ENST00000359486,-1,6.236,False,True
22309,22,42210045,42210046,ENST00000359486,-1,6.236,False,True
22310,22,42210046,42210047,ENST00000359486,-1,8.62,False,True
22311,22,42210047,42210048,ENST00000359486,-1,6.236,False,True
22312,22,42210048,42210049,ENST00000359486,-1,6.872,False,True
22313,22,42210049,42210050,ENST00000359486,-1,3.428,False,True
22314,22,42210050,42210051,ENST00000359486,-1,8.725,False,True
22315,22,42210051,42210052,ENST00000359486,-1,6.827,False,True
22316,22,42210052,42210053,ENST00000359486,-1,-0.497,False,True
22317,22,42210053,42210054,ENST00000359486,-1,6.211,False,True
22318,22,42210054,42210055,ENST00000359486,-1,8.725,False,True
22319,22,42210055,42210056,ENST00000359486,-1,3.448,False,True
22320,22,42210056,42210057,ENST00000359486,-1,6.236,False,True
22321,22,42210057,42210058,ENST00000359486,-1,6.236,False,True
22322,22,42210058,42210059,ENST00000359486,-1,-1.322,False,True
22323,22,42210059,42210060,ENST00000359486,-1,3.629,False,True
22324,22,42210060,42210061,ENST00000359486,-1,8.725,False,True
22325,22,42210061,42210062,ENST00000359486,-1,1.24,False,True
22326,22,42210062,42210063,ENST00000359486,-1,3.649,False,True
22327,22,42210063,42210064,ENST00000359486,-1,6.236,False,True
22328,22,42210064,42210065,ENST00000359486,-1,5.724,False,True
22329,22,42210065,42210066,ENST00000359486,-1,4.144,False,True
22330,22,42210066,42210067,ENST00000359486,-1,6.236,False,True
22331,22,42210067,42210068,ENST00000359486,-1,5.825,False,True
22332,22,42210068,42210069,ENST00000359486,-1,6.236,False,True
22333,22,42210069,42210070,ENST00000359486,-1,8.62,False,True
22334,22,42210070,42210071,ENST00000359486,-1,5.79,False,True
22335,22,42210071,42210072,ENST00000359486,-1,0.28,False,True
22336,22,42210072,42210073,ENST00000359486,-1,3.614,False,True
22337,22,42210073,42210074,ENST00000359486,-1,0.71,False,True
22338,22,42210074,42210075,ENST00000359486,-1,6.236,False,True
22339,22,42210075,42210076,ENST00000359486,-1,8.621,False,True
22340,22,42210076,42210077,ENST00000359486,-1,-3.048,False,True
22341,22,42210077,42210078,ENST00000359486,-1,2.729,False,True
22342,22,42210078,42210079,ENST00000359486,-1,-0.491,False,True
22343,22,42210079,42210080,ENST00000359486,-1,3.955,False,True
22344,22,42210080,42210081,ENST00000359486,-1,6.876,False,True
22345,22,42210081,42210082,ENST00000359486,-1,6.725,False,True
22346,22,42210082,42210083,ENST00000359486,-1,2.203,False,True
22347,22,42210083,42210084,ENST00000359486,-1,6.973,False,True
22348,22,42210084,42210085,ENST00000359486,-1,1.772,False,True
22349,22,42210085,42210086,ENST00000359486,-1,5.807,False,True
22350,22,42210086,42210087,ENST00000359486,-1,4.602,False,True
22351,22,42210087,42210088,ENST00000359486,-1,6.236,False,True
22352,22,42210088,42210089,ENST00000359486,-1,-0.106,False,True
22353,22,42210089,42210090,ENST00000359486,-1,8.62,False,True
22354,22,42210090,42210091,ENST00000359486,-1,6.87,False,True
22355,22,42210091,42210092,ENST00000359486,-1,0.255,False,True
22356,22,42210092,42210093,ENST00000359486,-1,8.62,False,True
22357,22,42210093,42210094,ENST00000359486,-1,8.62,False,True
22358,22,42210094,42210095,ENST00000359486,-1,-5.867,False,True
22359,22,42210095,42210096,ENST00000359486,-1,4.493,False,True
22360,22,42210096,42210097,ENST00000359486,-1,6.864,False,True
22361,22,42210097,42210098,ENST00000359486,-1,0.452,False,True
22362,22,42210098,42210099,ENST00000359486,-1,6.236,False,True
22363,22,42210099,42210100,ENST00000359486,-1,6.236,False,True
22364,22,42210100,42210101,ENST00000359486,-1,4.044,False,True
22365,22,42210101,42210102,ENST00000359486,-1,6.236,False,True
22366,22,42210102,42210103,ENST00000359486,-1,6.236,False,True
22367,22,42210103,42210104,ENST00000359486,-1,3.4,False,True
22368,22,42210104,42210105,ENST00000359486,-1,5.725,False,True
22369,22,42210105,42210106,ENST00000359486,-1,8.62,False,True
22370,22,42210106,42210107,ENST00000359486,-1,4.539,False,True
22371,22,42210107,42210108,ENST00000359486,-1,6.211,False,True
22372,22,42210108,42210109,ENST00000359486,-1,8.62,False,True
22373,22,42210109,42210110,ENST00000359486,-1,0.258,False,True
22374,22,42210110,42210111,ENST00000359486,-1,8.62,False,True
22375,22,42210111,42210112,ENST00000359486,-1,6.236,False,True
22376,22,42210112,42210113,ENST00000359486,-1,8.62,False,True
22377,22,42210113,42210114,ENST00000359486,-1,8.62,False,True
22378,22,42210114,42210115,ENST00000359486,-1,8.725,False,True
22379,22,42210115,42210116,ENST00000359486,-1,0.676,False,True
22380,22,42210116,42210117,ENST00000359486,-1,6.863,False,True
22381,22,42210117,42210118,ENST00000359486,-1,6.975,False,True
22382,22,42210118,42210119,ENST00000359486,-1,0.453,False,True
22383,22,42210119,42210120,ENST00000359486,-1,4.627,False,True
22384,22,42210120,42210121,ENST00000359486,-1,6.211,False,True
22385,22,42210121,42210122,ENST00000359486,-1,4.587,False,True
22386,22,42210122,42210123,ENST00000359486,-1,6.236,False,True
22387,22,42210123,42210124,ENST00000359486,-1,8.725,False,True
22388,22,42210124,42210125,ENST00000359486,-1,1.703,False,True
22389,22,42210125,42210126,ENST00000359486,-1,6.236,False,True
22390,22,42210126,42210127,ENST00000359486,-1,8.62,False,True
22391,22,42210127,42210128,ENST00000359486,-1,0.94,False,True
22392,22,42210128,42210129,ENST00000359486,-1,8.62,False,True
22393,22,42210129,42210130,ENST00000359486,-1,8.62,False,True
22394,22,42210130,42210131,ENST00000359486,-1,-0.117,False,True
22395,22,42210131,42210132,ENST00000359486,-1,6.236,False,True
22396,22,42210132,42210133,ENST00000359486,-1,6.211,False,True
22397,22,42210133,42210134,ENST00000359486,-1,3.611,False,True
22398,22,42210134,42210135,ENST00000359486,-1,6.211,False,True
22399,22,42210135,42210136,ENST00000359486,-1,6.211,False,True
22400,22,42210136,42210137,ENST00000359486,-1,2.24,False,True
22401,22,42210137,42210138,ENST00000359486,-1,6.867,False,True
22402,22,42210138,42210139,ENST00000359486,-1,8.62,False,True
22403,22,42210139,42210140,ENST00000359486,-1,2.829,False,True
22404,22,42210140,42210141,ENST00000359486,-1,8.725,False,True
22405,22,42210141,42210142,ENST00000359486,-1,8.725,False,True
22406,22,42210142,42210143,ENST00000359486,-1,0.693,False,True
22407,22,42210143,42210144,ENST00000359486,-1,6.211,False,True
22408,22,42210144,42210145,ENST00000359486,-1,6.211,False,True
22409,22,42210145,42210146,ENST00000359486,-1,0.705,False,True
22410,22,42210146,42210147,ENST00000359486,-1,6.211,False,True
22411,22,42210147,42210148,ENST00000359486,-1,8.62,False,True
22412,22,42210148,42210149,ENST00000359486,-1,1.928,False,True
22413,22,42210149,42210150,ENST00000359486,-1,6.236,False,True
22414,22,42210150,42210151,ENST00000359486,-1,8.725,False,True
22415,22,42210151,42210152,ENST00000359486,-1,-0.277,False,True
22416,22,42210152,42210153,ENST00000359486,-1,8.725,False,True
22417,22,42210153,42210154,ENST00000359486,-1,8.725,False,True
22418,22,42210154,42210155,ENST00000359486,-1,8.725,False,True
22419,22,42210155,42210156,ENST00000359486,-1,6.211,False,True
22420,22,42210156,42210157,ENST00000359486,-1,6.236,False,True
22421,22,42210157,42210158,ENST00000359486,-1,4.81,False,True
22422,22,42210158,42210159,ENST00000359486,-1,6.236,False,True
22423,22,42210159,42210160,ENST00000359486,-1,6.236,False,True
22424,22,42210160,42210161,ENST00000359486,-1,1.956,False,True
22425,22,42210161,42210162,ENST00000359486,-1,8.725,False,True
22426,22,42210162,42210163,ENST00000359486,-1,5.709,False,True
22427,22,42210163,42210164,ENST00000359486,-1,2.833,False,True
22428,22,42210164,42210165,ENST00000359486,-1,6.236,False,True
22429,22,42210165,42210166,ENST00000359486,-1,6.211,False,True
22430,22,42210166,42210167,ENST00000359486,-1,2.835,False,True
22431,22,42210167,42210168,ENST00000359486,-1,8.725,False,True
22432,22,42210168,42210169,ENST00000359486,-1,6.236,False,True
22433,22,42210169,42210170,ENST00000359486,-1,6.833,False,True
22434,22,42210170,42210171,ENST00000359486,-1,8.62,False,True
22435,22,42210171,42210172,ENST00000359486,-1,8.725,False,True
22436,22,42210172,42210173,ENST00000359486,-1,8.725,False,True
22437,22,42210173,42210174,ENST00000359486,-1,8.725,False,True
22438,22,42210174,42210175,ENST00000359486,-1,6.211,False,True
22439,22,42210175,42210176,ENST00000359486,-1,2.816,False,True
22440,22,42210176,42210177,ENST00000359486,-1,6.236,False,True
22441,22,42210177,42210178,ENST00000359486,-1,6.236,False,True
22442,22,42210178,42210179,ENST00000359486,-1,6.806,False,True
22443,22,42210179,42210180,ENST00000359486,-1,8.725,False,True
22444,22,42210180,42210181,ENST00000359486,-1,8.725,False,True
22445,22,42210181,42210182,ENST00000359486,-1,-0.038,False,True
22446,22,42210182,42210183,ENST00000359486,-1,8.725,False,True
22447,22,42210183,42210184,ENST00000359486,-1,4.608,False,True
22448,22,42210184,42210185,ENST00000359486,-1,-0.044,False,True
22449,22,42210185,42210186,ENST00000359486,-1,6.211,False,True
22450,22,42210186,42210187,ENST00000359486,-1,6.855,False,True
22451,22,42210187,42210188,ENST00000359486,-1,1.322,False,True
22452,22,42210188,42210189,ENST00000359486,-1,8.725,False,True
22453,22,42210189,42210190,ENST00000359486,-1,6.211,False,True
22454,22,42210190,42210191,ENST00000359486,-1,1.194,False,True
22455,22,42210191,42210192,ENST00000359486,-1,8.725,False,True
22456,22,42210192,42210193,ENST00000359486,-1,6.211,False,True
22457,22,42210193,42210194,ENST00000359486,-1,-0.77,False,True
22458,22,42210194,42210195,ENST00000359486,-1,6.211,False,True
22459,22,42210195,42210196,ENST00000359486,-1,8.725,False,True
22460,22,42210196,42210197,ENST00000359486,-1,0.985,False,True
22461,22,42210197,42210198,ENST00000359486,-1,6.211,False,True
22462,22,42210198,42210199,ENST00000359486,-1,4.056,False,True
22463,22,42210199,42210200,ENST00000359486,-1,4.75,False,True
22464,22,42210200,42210201,ENST00000359486,-1,6.236,False,True
22465,22,42210201,42210202,ENST00000359486,-1,8.62,False,True
22466,22,42210202,42210203,ENST00000359486,-1,1.291,False,True
22467,22,42210203,42210204,ENST00000359486,-1,8.725,False,True
22468,22,42210204,42210205,ENST00000359486,-1,8.725,False,True
22469,22,42210205,42210206,ENST00000359486,-1,8.725,False,True
22470,22,42210206,42210207,ENST00000359486,-1,6.211,False,True
22471,22,42210207,42210208,ENST00000359486,-1,1.75,False,True
22472,22,42210208,42210209,ENST00000359486,-1,-0.879,False,True
22473,22,42210209,42210210,ENST00000359486,-1,6.211,False,True
22474,22,42210210,42210211,ENST00000359486,-1,8.725,False,True
22475,22,42210211,42210212,ENST00000359486,-1,1.764,False,True
22476,22,42210212,42210213,ENST00000359486,-1,6.875,False,True
22477,22,42210213,42210214,ENST00000359486,-1,2.197,False,True
22478,22,42210214,42210215,ENST00000359486,-1,-0.148,False,True
22479,22,42210215,42210216,ENST00000359486,-1,8.62,False,True
22480,22,42210216,42210217,ENST00000359486,-1,6.211,False,True
22481,22,42210217,42210218,ENST00000359486,-1,3.817,False,True
22482,22,42210218,42210219,ENST00000359486,-1,6.236,False,True
22483,22,42210219,42210220,ENST00000359486,-1,8.725,False,True
22484,22,42210220,42210221,ENST00000359486,-1,-0.474,False,True
22485,22,42210221,42210222,ENST00000359486,-1,8.62,False,True
22486,22,42210222,42210223,ENST00000359486,-1,6.236,False,True
22487,22,42210223,42210224,ENST00000359486,-1,1.832,False,True
22488,22,42210224,42210225,ENST00000359486,-1,6.211,False,True
22489,22,42210225,42210226,ENST00000359486,-1,6.968,False,True
22490,22,42210226,42210227,ENST00000359486,-1,-2.64,False,True
22491,22,42210227,42210228,ENST00000359486,-1,6.211,False,True
22492,22,42210228,42210229,ENST00000359486,-1,8.725,False,True
22493,22,42210229,42210230,ENST00000359486,-1,-1.376,False,True
22494,22,42210230,42210231,ENST00000359486,-1,8.62,False,True
22495,22,42210231,42210232,ENST00000359486,-1,8.62,False,True
22496,22,42210232,42210233,ENST00000359486,-1,-0.881,False,True
22497,22,42210233,42210234,ENST00000359486,-1,6.96,False,True
22498,22,42210234,42210235,ENST00000359486,-1,8.725,False,True
22499,22,42210235,42210236,ENST00000359486,-1,4.852,False,True
22500,22,42210236,42210237,ENST00000359486,-1,6.236,False,True
22501,22,42210237,42210238,ENST00000359486,-1,8.62,False,True
22502,22,42210238,42210239,ENST00000359486,-1,2.798,False,True
22503,22,42210239,42210240,ENST00000359486,-1,6.211,False,True
22504,22,42210240,42210241,ENST00000359486,-1,4.811,False,True
22505,22,42210241,42210242,ENST00000359486,-1,8.725,False,True
22506,22,42210242,42210243,ENST00000359486,-1,6.211,False,True
22507,22,42210243,42210244,ENST00000359486,-1,0.481,False,True
22508,22,42210244,42210245,ENST00000359486,-1,-2.644,False,True
22509,22,42210245,42210246,ENST00000359486,-1,4.605,False,True
22510,22,42210246,42210247,ENST00000359486,-1,6.211,False,True
22511,22,42210247,42210248,ENST00000359486,-1,1.907,False,True
22512,22,42210248,42210249,ENST00000359486,-1,8.62,False,True
22513,22,42210249,42210250,ENST00000359486,-1,6.211,False,True
22514,22,42210250,42210251,ENST00000359486,-1,-4.979,False,True
22515,22,42210251,42210252,ENST00000359486,-1,8.62,False,True
22516,22,42210252,42210253,ENST00000359486,-1,6.211,False,True
22517,22,42210253,42210254,ENST00000359486,-1,-1.245,False,True
22518,22,42210254,42210255,ENST00000359486,-1,6.875,False,True
22519,22,42210255,42210256,ENST00000359486,-1,4.073,False,True
22520,22,42210256,42210257,ENST00000359486,-1,-2.241,False,True
