,chr,start,end,PhyloP,P,q
1344,7,50327672,50327673,8.783,1.6481623915255102e-09,7.853911032338016e-09
1345,7,50327673,50327674,6.325,4.7315125896148026e-07,9.58833066803275e-07
1346,7,50327674,50327675,-3.794,0.00016069412530128773,0.00022749205462596018
1348,7,50327676,50327677,8.783,1.6481623915255102e-09,7.853911032338016e-09
1349,7,50327677,50327678,-6.362,4.3451022417157146e-07,9.58833066803275e-07
1350,7,50327678,50327679,8.783,1.6481623915255102e-09,7.853911032338016e-09
1351,7,50327679,50327680,6.325,4.7315125896148026e-07,9.58833066803275e-07
1352,7,50327680,50327681,-4.188,6.486344335482387e-05,9.478691688446753e-05
1353,7,50327681,50327682,8.783,1.6481623915255102e-09,7.853911032338016e-09
1354,7,50327682,50327683,6.325,4.7315125896148026e-07,9.58833066803275e-07
1356,7,50327684,50327685,8.889,1.291219273613536e-09,7.853911032338016e-09
1357,7,50327685,50327686,8.889,1.291219273613536e-09,7.853911032338016e-09
1358,7,50327686,50327687,2.52,0.003019951720402016,0.003849027944921429
1359,7,50327687,50327688,6.325,4.7315125896148026e-07,9.58833066803275e-07
1360,7,50327688,50327689,6.351,4.456562483975033e-07,9.58833066803275e-07
1361,7,50327689,50327690,8.783,1.6481623915255102e-09,7.853911032338016e-09
1362,7,50327690,50327691,8.889,1.291219273613536e-09,7.853911032338016e-09
1363,7,50327691,50327692,8.889,1.291219273613536e-09,7.853911032338016e-09
1364,7,50327692,50327693,-2.471,0.0033806483620598153,0.004292988446445627
1365,7,50327693,50327694,4.757,1.7498466886246584e-05,2.7382107981431976e-05
1366,7,50327694,50327695,4.676,2.1086281499332888e-05,3.1629422248999334e-05
1367,7,50327695,50327696,4.15,7.079457843841373e-05,0.00010276683504390608
1368,7,50327696,50327697,8.772,1.6904409316432632e-09,7.853911032338016e-09
1369,7,50327697,50327698,8.772,1.6904409316432632e-09,7.853911032338016e-09
1370,7,50327698,50327699,-5.699,1.999861869632745e-06,3.2938004516111357e-06
1371,7,50327699,50327700,8.783,1.6481623915255102e-09,7.853911032338016e-09
1372,7,50327700,50327701,6.325,4.7315125896148026e-07,9.58833066803275e-07
1374,7,50327702,50327703,8.783,1.6481623915255102e-09,7.853911032338016e-09
1375,7,50327703,50327704,6.325,4.7315125896148026e-07,9.58833066803275e-07
1376,7,50327704,50327705,4.989,1.0256519262514078e-05,1.6571173676338808e-05
1377,7,50327705,50327706,5.624,2.3768402866248783e-06,3.898178464179461e-06
1378,7,50327706,50327707,6.351,4.456562483975033e-07,9.58833066803275e-07
1379,7,50327707,50327708,-2.582,0.0026181830082189863,0.0033435357785748278
1380,7,50327708,50327709,6.351,4.456562483975033e-07,9.58833066803275e-07
1381,7,50327709,50327710,8.889,1.291219273613536e-09,7.853911032338016e-09
1383,7,50327711,50327712,6.288,5.152286445817562e-07,9.657475238745897e-07
1384,7,50327712,50327713,8.748,1.7864875748520535e-09,7.853911032338016e-09
1385,7,50327713,50327714,4.82,1.5135612484362071e-05,2.3793799606521e-05
1386,7,50327714,50327715,2.842,0.0014387985782558451,0.0018570473152567976
1387,7,50327715,50327716,7.069,8.531001140175895e-08,2.868204308636347e-07
1389,7,50327717,50327718,6.339,4.58141886714533e-07,9.58833066803275e-07
1390,7,50327718,50327719,8.872,1.3427649611378643e-09,7.853911032338016e-09
1392,7,50327720,50327721,6.962,1.0914403364487571e-07,3.4150103736036666e-07
1393,7,50327721,50327722,5.84,1.445439770745928e-06,2.4298534897642295e-06
1395,7,50327723,50327724,5.855,1.3963683610559361e-06,2.3575538419599313e-06
1396,7,50327724,50327725,3.446,0.00035809643710263585,0.00048586664526075005
1397,7,50327725,50327726,-1.456,0.03499451670283573,0.04076194513858346
1398,7,50327726,50327727,7.059,8.729713683881112e-08,2.926915384647361e-07
1399,7,50327727,50327728,3.542,0.00028707805820246923,0.0003943520337452741
1400,7,50327728,50327729,4.73,1.8620871366628657e-05,2.8745184754375624e-05
1401,7,50327729,50327730,8.675,2.113489039836643e-09,8.184140091922694e-09
1402,7,50327730,50327731,2.912,0.001224616199265049,0.0015988593044796095
1403,7,50327731,50327732,2.391,0.004064433291652128,0.005119842986044207
1404,7,50327732,50327733,1.813,0.01538154640303035,0.01839937287523804
1408,7,50327736,50327737,4.219,6.039486293763794e-05,8.862988301732164e-05
1410,7,50327738,50327739,4.692,2.032357010936221e-05,3.066515393732186e-05
1411,7,50327739,50327740,3.789,0.00016255487557504834,0.00023009278143605596
1412,7,50327740,50327741,4.927,1.1830415557251658e-05,1.8894263978942335e-05
1415,7,50327743,50327744,-2.745,0.0017988709151287874,0.0023086103764256775
1416,7,50327744,50327745,8.766,1.7139573075084252e-09,7.853911032338016e-09
1417,7,50327745,50327746,6.313,4.864072056914619e-07,9.58833066803275e-07
1420,7,50327748,50327749,8.766,1.7139573075084252e-09,7.853911032338016e-09
1422,7,50327750,50327751,4.865,1.3645831365889238e-05,2.1551124948987447e-05
1423,7,50327751,50327752,3.236,0.0005807644175213118,0.0007786376065278489
1424,7,50327752,50327753,-2.079,0.00833681184619634,0.01022408431472155
1427,7,50327755,50327756,1.383,0.04139996748197304,0.04782482132683749
1428,7,50327756,50327757,8.766,1.7139573075084252e-09,7.853911032338016e-09
1429,7,50382539,50382540,8.712,1.9408858775927793e-09,7.853911032338016e-09
1430,7,50382540,50382541,-1.555,0.027861211686297706,0.032674198613709286
1431,7,50382541,50382542,8.712,1.9408858775927793e-09,7.853911032338016e-09
1432,7,50382542,50382543,6.275,5.308844442309879e-07,9.74047961610182e-07
1434,7,50382544,50382545,3.455,0.0003507518739525679,0.00047636691011873275
1435,7,50382545,50382546,8.724,1.8879913490962926e-09,7.853911032338016e-09
1437,7,50382547,50382548,8.83,1.4791083881682072e-09,7.853911032338016e-09
1438,7,50382548,50382549,8.83,1.4791083881682072e-09,7.853911032338016e-09
1439,7,50382549,50382550,-3.849,0.0001415793779957081,0.00020069465196635703
1440,7,50382550,50382551,6.309,4.909078761526028e-07,9.58833066803275e-07
1441,7,50382551,50382552,6.309,4.909078761526028e-07,9.58833066803275e-07
1442,7,50382552,50382553,8.83,1.4791083881682072e-09,7.853911032338016e-09
1443,7,50382553,50382554,8.83,1.4791083881682072e-09,7.853911032338016e-09
1444,7,50382554,50382555,6.284,5.199959965335162e-07,9.657475238745897e-07
1445,7,50382555,50382556,3.389,0.0004083193863326923,0.0005515077338288667
1446,7,50382556,50382557,6.309,4.909078761526028e-07,9.58833066803275e-07
1447,7,50382557,50382558,8.724,1.8879913490962926e-09,7.853911032338016e-09
1448,7,50382558,50382559,1.935,0.011614486138403426,0.014080337572576245
1449,7,50382559,50382560,4.695,2.0183663636815596e-05,3.048244307057679e-05
1452,7,50382562,50382563,8.83,1.4791083881682072e-09,7.853911032338016e-09
1453,7,50382563,50382564,6.284,5.199959965335162e-07,9.657475238745897e-07
1454,7,50382564,50382565,6.96,1.0964781961431852e-07,3.428015045443311e-07
1455,7,50382565,50382566,6.309,4.909078761526028e-07,9.58833066803275e-07
1456,7,50382566,50382567,8.724,1.8879913490962926e-09,7.853911032338016e-09
1457,7,50382567,50382568,-3.631,0.0002338837238659356,0.00032361238564797794
1458,7,50382568,50382569,8.724,1.8879913490962926e-09,7.853911032338016e-09
1459,7,50382569,50382570,8.724,1.8879913490962926e-09,7.853911032338016e-09
1461,7,50382571,50382572,8.724,1.8879913490962926e-09,7.853911032338016e-09
1462,7,50382572,50382573,8.83,1.4791083881682072e-09,7.853911032338016e-09
1463,7,50382573,50382574,1.639,0.02296148648112362,0.02711120311243618
1464,7,50382574,50382575,6.309,4.909078761526028e-07,9.58833066803275e-07
1465,7,50382575,50382576,8.83,1.4791083881682072e-09,7.853911032338016e-09
1467,7,50382577,50382578,6.309,4.909078761526028e-07,9.58833066803275e-07
1468,7,50382578,50382579,6.309,4.909078761526028e-07,9.58833066803275e-07
1469,7,50382579,50382580,2.903,0.0012502590302177201,0.001629821409622738
1470,7,50382580,50382581,6.284,5.199959965335162e-07,9.657475238745897e-07
1471,7,50382581,50382582,8.83,1.4791083881682072e-09,7.853911032338016e-09
1472,7,50382582,50382583,-1.507,0.031117163371060186,0.03638288576724537
1473,7,50382583,50382584,8.83,1.4791083881682072e-09,7.853911032338016e-09
1474,7,50382584,50382585,6.284,5.199959965335162e-07,9.657475238745897e-07
1475,7,50382585,50382586,6.919,1.2050359403717986e-07,3.716610689823744e-07
1476,7,50382586,50382587,6.284,5.199959965335162e-07,9.657475238745897e-07
1477,7,50382587,50382588,6.284,5.199959965335162e-07,9.657475238745897e-07
1478,7,50382588,50382589,-2.601,0.0025061092530321138,0.0032020951703163165
1479,7,50382589,50382590,8.724,1.8879913490962926e-09,7.853911032338016e-09
1480,7,50382590,50382591,8.724,1.8879913490962926e-09,7.853911032338016e-09
1482,7,50382592,50382593,6.284,5.199959965335162e-07,9.657475238745897e-07
1483,7,50382593,50382594,6.284,5.199959965335162e-07,9.657475238745897e-07
1484,7,50382594,50382595,4.734,1.8450154191794737e-05,2.854964965786431e-05
1485,7,50382595,50382596,3.458,0.00034833731503601165,0.0004731537247621332
1486,7,50382596,50382597,6.309,4.909078761526028e-07,9.58833066803275e-07
1488,7,50382598,50382599,8.83,1.4791083881682072e-09,7.853911032338016e-09
1489,7,50382599,50382600,6.309,4.909078761526028e-07,9.58833066803275e-07
1490,7,50382600,50382601,-2.336,0.0046131757456037955,0.005768472314732433
1491,7,50382601,50382602,2.895,0.0012735030810166615,0.0016573440698933702
1492,7,50382602,50382603,8.724,1.8879913490962926e-09,7.853911032338016e-09
1493,7,50382603,50382604,-3.277,0.0005284452517751802,0.0007097161725678545
1494,7,50382604,50382605,8.83,1.4791083881682072e-09,7.853911032338016e-09
1495,7,50382605,50382606,6.284,5.199959965335162e-07,9.657475238745897e-07
1496,7,50382606,50382607,3.54,0.00028840315031266055,0.0003961163076807756
1497,7,50382607,50382608,6.284,5.199959965335162e-07,9.657475238745897e-07
1498,7,50382608,50382609,6.309,4.909078761526028e-07,9.58833066803275e-07
1499,7,50382609,50382610,4.195,6.382634861905483e-05,9.339773434185919e-05
1500,7,50382610,50382611,6.284,5.199959965335162e-07,9.657475238745897e-07
1501,7,50382611,50382612,6.284,5.199959965335162e-07,9.657475238745897e-07
1502,7,50382612,50382613,4.912,1.2246161992650489e-05,1.949260152460937e-05
1504,7,50382614,50382615,6.309,4.909078761526028e-07,9.58833066803275e-07
1506,7,50382616,50382617,8.83,1.4791083881682072e-09,7.853911032338016e-09
1507,7,50382617,50382618,6.284,5.199959965335162e-07,9.657475238745897e-07
1508,7,50382618,50382619,1.835,0.014621771744567183,0.017542336667260256
1509,7,50382619,50382620,6.309,4.909078761526028e-07,9.58833066803275e-07
1510,7,50382620,50382621,8.83,1.4791083881682072e-09,7.853911032338016e-09
1511,7,50382621,50382622,-2.562,0.0027415741719278835,0.0034995027983714443
1512,7,50382622,50382623,8.724,1.8879913490962926e-09,7.853911032338016e-09
1513,7,50382623,50382624,8.724,1.8879913490962926e-09,7.853911032338016e-09
1515,7,50382625,50382626,8.724,1.8879913490962926e-09,7.853911032338016e-09
1516,7,50382626,50382627,6.284,5.199959965335162e-07,9.657475238745897e-07
1517,7,50382627,50382628,5.828,1.485935642287006e-06,2.4903927845001518e-06
1518,7,50382628,50382629,6.284,5.199959965335162e-07,9.657475238745897e-07
1519,7,50382629,50382630,6.284,5.199959965335162e-07,9.657475238745897e-07
1521,7,50382631,50382632,8.83,1.4791083881682072e-09,7.853911032338016e-09
1522,7,50382632,50382633,8.83,1.4791083881682072e-09,7.853911032338016e-09
1524,7,50382634,50382635,6.309,4.909078761526028e-07,9.58833066803275e-07
1525,7,50382635,50382636,6.309,4.909078761526028e-07,9.58833066803275e-07
1526,7,50382636,50382637,7.064,8.629785477669702e-08,2.894908886168599e-07
1527,7,50382637,50382638,6.284,5.199959965335162e-07,9.657475238745897e-07
1528,7,50382638,50382639,6.284,5.199959965335162e-07,9.657475238745897e-07
1529,7,50382639,50382640,2.596,0.002535128630497907,0.0032381097071850487
1530,7,50382640,50382641,6.309,4.909078761526028e-07,9.58833066803275e-07
1531,7,50382641,50382642,8.724,1.8879913490962926e-09,7.853911032338016e-09
1532,7,50382642,50382643,2.41,0.003890451449942805,0.004910864606975132
1533,7,50382643,50382644,8.83,1.4791083881682072e-09,7.853911032338016e-09
1534,7,50382644,50382645,6.284,5.199959965335162e-07,9.657475238745897e-07
1536,7,50382646,50382647,8.83,1.4791083881682072e-09,7.853911032338016e-09
1537,7,50382647,50382648,6.309,4.909078761526028e-07,9.58833066803275e-07
1539,7,50382649,50382650,6.309,4.909078761526028e-07,9.58833066803275e-07
1540,7,50382650,50382651,8.724,1.8879913490962926e-09,7.853911032338016e-09
1541,7,50382651,50382652,5.737,1.8323144223712112e-06,3.0255362474873425e-06
1542,7,50382652,50382653,6.284,5.199959965335162e-07,9.657475238745897e-07
1543,7,50382653,50382654,3.683,0.00020749135174549107,0.00028873850214626275
1544,7,50382654,50382655,7.064,8.629785477669702e-08,2.894908886168599e-07
1545,7,50382655,50382656,6.309,4.909078761526028e-07,9.58833066803275e-07
1546,7,50382656,50382657,6.284,5.199959965335162e-07,9.657475238745897e-07
1547,7,50382657,50382658,-2.075,0.008413951416451947,0.010317385052350858
1548,7,50382658,50382659,8.724,1.8879913490962926e-09,7.853911032338016e-09
1549,7,50382659,50382660,8.817,1.5240527537972907e-09,7.853911032338016e-09
1551,7,50382661,50382662,6.3,5.011872336272725e-07,9.60057476198528e-07
1552,7,50382662,50382663,8.711,1.9453600816226615e-09,7.853911032338016e-09
1553,7,50382663,50382664,1.567,0.02710191631890843,0.03180675795186434
1554,7,50382664,50382665,8.817,1.5240527537972907e-09,7.853911032338016e-09
1555,7,50382665,50382666,8.711,1.9453600816226615e-09,7.853911032338016e-09
1556,7,50382666,50382667,2.414,0.003854783576657717,0.004867421553510585
1557,7,50382667,50382668,2.693,0.002027682719521282,0.002596603774988624
1558,7,50382668,50382669,8.711,1.9453600816226615e-09,7.853911032338016e-09
1561,7,50382671,50382672,8.711,1.9453600816226615e-09,7.853911032338016e-09
1562,7,50382672,50382673,1.499,0.0316956746304349,0.03704147393397522
1563,7,50382673,50382674,8.711,1.9453600816226615e-09,7.853911032338016e-09
1564,7,50382674,50382675,6.275,5.308844442309879e-07,9.74047961610182e-07
1566,7,50382676,50382677,8.711,1.9453600816226615e-09,7.853911032338016e-09
1567,7,50382677,50382678,8.817,1.5240527537972907e-09,7.853911032338016e-09
1569,7,50382679,50382680,8.817,1.5240527537972907e-09,7.853911032338016e-09
1570,7,50382680,50382681,6.3,5.011872336272725e-07,9.60057476198528e-07
1571,7,50382681,50382682,2.198,0.00633869711256927,0.007808609767451328
1572,7,50382682,50382683,6.275,5.308844442309879e-07,9.74047961610182e-07
1573,7,50382683,50382684,8.817,1.5240527537972907e-09,7.853911032338016e-09
1574,7,50382684,50382685,-5.084,8.241381150130029e-06,1.344948578999313e-05
1575,7,50382685,50382686,8.711,1.9453600816226615e-09,7.853911032338016e-09
1576,7,50382686,50382687,8.711,1.9453600816226615e-09,7.853911032338016e-09
1577,7,50382687,50382688,1.971,0.010690548792226577,0.013002398359017973
1578,7,50382688,50382689,8.817,1.5240527537972907e-09,7.853911032338016e-09
1579,7,50382689,50382690,6.275,5.308844442309879e-07,9.74047961610182e-07
1580,7,50382690,50382691,5.888,1.2941958414499863e-06,2.2094169589351204e-06
1581,7,50382691,50382692,4.057,8.77000821143634e-05,0.000125563526991868
1582,7,50382692,50382693,6.3,5.011872336272725e-07,9.60057476198528e-07
1583,7,50382693,50382694,2.842,0.0014387985782558451,0.0018570473152567976
1585,7,50382695,50382696,8.711,1.9453600816226615e-09,7.853911032338016e-09
1586,7,50382696,50382697,2.198,0.00633869711256927,0.007808609767451328
1587,7,50382697,50382698,6.275,5.308844442309879e-07,9.74047961610182e-07
1588,7,50382698,50382699,8.817,1.5240527537972907e-09,7.853911032338016e-09
1589,7,50382699,50382700,-2.28,0.005248074602497728,0.006506300739422517
1590,7,50382700,50382701,8.817,1.5240527537972907e-09,7.853911032338016e-09
1591,7,50382701,50382702,6.275,5.308844442309879e-07,9.74047961610182e-07
1592,7,50382702,50382703,2.427,0.003741105882720533,0.004729102248081095
1593,7,50382703,50382704,6.3,5.011872336272725e-07,9.60057476198528e-07
1594,7,50382704,50382705,8.817,1.5240527537972907e-09,7.853911032338016e-09
1595,7,50382705,50382706,-6.431,3.7068072178257597e-07,9.58833066803275e-07
1596,7,50382706,50382707,8.711,1.9453600816226615e-09,7.853911032338016e-09
1597,7,50387344,50387345,6.311,4.886523593428337e-07,9.58833066803275e-07
1598,7,50387345,50387346,1.8,0.015848931924611134,0.01891888405023418
1599,7,50387346,50387347,8.727,1.8749945080674174e-09,7.853911032338016e-09
1600,7,50387347,50387348,8.727,1.8749945080674174e-09,7.853911032338016e-09
1602,7,50387349,50387350,6.286,5.176068319505681e-07,9.657475238745897e-07
1603,7,50387350,50387351,6.269,5.382697825162881e-07,9.815775071716556e-07
1605,7,50387352,50387353,8.809,1.5523870099580849e-09,7.853911032338016e-09
1606,7,50387353,50387354,8.809,1.5523870099580849e-09,7.853911032338016e-09
1607,7,50387354,50387355,1.788,0.016292960326397224,0.019414354821728336
1608,7,50387355,50387356,8.809,1.5523870099580849e-09,7.853911032338016e-09
1609,7,50387356,50387357,6.269,5.382697825162881e-07,9.815775071716556e-07
1610,7,50387357,50387358,7.045,9.01571137605957e-08,3.0150064720455143e-07
1611,7,50387358,50387359,6.269,5.382697825162881e-07,9.815775071716556e-07
1612,7,50387359,50387360,6.269,5.382697825162881e-07,9.815775071716556e-07
1613,7,50387360,50387361,1.379,0.041783036664662175,0.048244407736268584
1614,7,50387361,50387362,6.295,5.069907082747045e-07,9.6140606188734e-07
1615,7,50387362,50387363,8.703,1.981527025805101e-09,7.891607939928016e-09
1616,7,50387363,50387364,1.761,0.017338039977541384,0.020594019871912585
1617,7,50387364,50387365,8.703,1.981527025805101e-09,7.891607939928016e-09
1618,7,50387365,50387366,8.703,1.981527025805101e-09,7.891607939928016e-09
1619,7,50387366,50387367,1.738,0.018281002161427428,0.021684920079594504
1620,7,50387367,50387368,6.295,5.069907082747045e-07,9.6140606188734e-07
1621,7,50387368,50387369,4.614,2.432204009073816e-05,3.613735484366667e-05
1623,7,50387370,50387371,6.295,5.069907082747045e-07,9.6140606188734e-07
1624,7,50387371,50387372,8.703,1.981527025805101e-09,7.891607939928016e-09
1625,7,50387372,50387373,2.93,0.001174897554939529,0.001539217920671738
1626,7,50387373,50387374,8.703,1.981527025805101e-09,7.891607939928016e-09
1627,7,50387374,50387375,8.703,1.981527025805101e-09,7.891607939928016e-09
1628,7,50387375,50387376,8.809,1.5523870099580849e-09,7.853911032338016e-09
1629,7,50387376,50387377,8.809,1.5523870099580849e-09,7.853911032338016e-09
1630,7,50387377,50387378,8.666,2.1577444091526648e-09,8.288928889577082e-09
1632,7,50387379,50387380,6.243,5.714786366718666e-07,1.0239848062677268e-06
1633,7,50387380,50387381,8.666,2.1577444091526648e-09,8.288928889577082e-09
1634,7,50387381,50387382,8.771,1.6943378004473253e-09,7.853911032338016e-09
1635,7,50387382,50387383,6.268,5.395106225151279e-07,9.831947730398006e-07
1636,7,50387383,50387384,6.243,5.714786366718666e-07,1.0239848062677268e-06
1637,7,50387384,50387385,1.808,0.015559656316050743,0.018598696529753753
1638,7,50387385,50387386,6.243,5.714786366718666e-07,1.0239848062677268e-06
1639,7,50387386,50387387,6.243,5.714786366718666e-07,1.0239848062677268e-06
1641,7,50387388,50387389,8.771,1.6943378004473253e-09,7.853911032338016e-09
1642,7,50387389,50387390,6.243,5.714786366718666e-07,1.0239848062677268e-06
1643,7,50387390,50387391,5.744,1.8030177408595698e-06,2.9794385462801816e-06
1644,7,50387391,50387392,8.771,1.6943378004473253e-09,7.853911032338016e-09
1645,7,50387392,50387393,8.666,2.1577444091526648e-09,8.288928889577082e-09
1647,7,50387394,50387395,6.243,5.714786366718666e-07,1.0239848062677268e-06
1648,7,50387395,50387396,8.666,2.1577444091526648e-09,8.288928889577082e-09
1649,7,50387396,50387397,4.541,2.8773984147356667e-05,4.259574948812667e-05
1650,7,50387397,50387398,6.268,5.395106225151279e-07,9.831947730398006e-07
1651,7,50387398,50387399,8.771,1.6943378004473253e-09,7.853911032338016e-09
1652,7,50387399,50387400,2.94,0.0011481536214968829,0.0015074313500414542
1653,7,50387400,50387401,1.81,0.01548816618912481,0.01851893581053771
1654,7,50387401,50387402,6.268,5.395106225151279e-07,9.831947730398006e-07
1655,7,50387402,50387403,1.758,0.017458221529205037,0.02073170470850385
1656,7,50387403,50387404,8.666,2.1577444091526648e-09,8.288928889577082e-09
1657,7,50387404,50387405,6.243,5.714786366718666e-07,1.0239848062677268e-06
1658,7,50387405,50387406,4.089,8.147042840208389e-05,0.0001171013188010436
1659,7,50387406,50387407,8.666,2.1577444091526648e-09,8.288928889577082e-09
1660,7,50387407,50387408,6.243,5.714786366718666e-07,1.0239848062677268e-06
1662,7,50387409,50387410,8.771,1.6943378004473253e-09,7.853911032338016e-09
1663,7,50387410,50387411,6.243,5.714786366718666e-07,1.0239848062677268e-06
1665,7,50387412,50387413,6.243,5.714786366718666e-07,1.0239848062677268e-06
1666,7,50387413,50387414,6.243,5.714786366718666e-07,1.0239848062677268e-06
1668,7,50387415,50387416,8.665,2.1627185237270246e-09,8.288928889577082e-09
1669,7,50387416,50387417,6.242,5.727960309858292e-07,1.0256836646212449e-06
1670,7,50387417,50387418,5.744,1.8030177408595698e-06,2.9794385462801816e-06
1671,7,50387418,50387419,8.771,1.6943378004473253e-09,7.853911032338016e-09
1672,7,50387419,50387420,6.919,1.2050359403717986e-07,3.716610689823744e-07
1673,7,50387420,50387421,-4.172,6.729766562843182e-05,9.807139205618347e-05
1674,7,50387421,50387422,6.268,5.395106225151279e-07,9.831947730398006e-07
1675,7,50387422,50387423,8.665,2.1627185237270246e-09,8.288928889577082e-09
1676,7,50387423,50387424,3.213,0.0006123503917247734,0.000820419560798289
1677,7,50387424,50387425,8.771,1.6943378004473253e-09,7.853911032338016e-09
1678,7,50387425,50387426,6.242,5.727960309858292e-07,1.0256836646212449e-06
1679,7,50387426,50387427,7.011,9.749896377173867e-08,3.143213982115594e-07
1680,7,50387427,50387428,6.242,5.727960309858292e-07,1.0256836646212449e-06
1681,7,50387428,50387429,3.644,0.00022698648518838213,0.000314449464304789
1682,7,50387429,50387430,7.001,9.977000638225526e-08,3.195763153361102e-07
1683,7,50387430,50387431,6.268,5.395106225151279e-07,9.831947730398006e-07
1684,7,50387431,50387432,6.242,5.727960309858292e-07,1.0256836646212449e-06
1685,7,50387432,50387433,7.0,1e-07,3.2020750988142296e-07
1687,7,50387434,50387435,6.268,5.395106225151279e-07,9.831947730398006e-07
1688,7,50387435,50387436,6.895,1.2735030810166629e-07,3.9036292612654856e-07
1689,7,50387436,50387437,4.867,1.3583134465871541e-05,2.145907885105553e-05
1690,7,50387437,50387438,6.242,5.727960309858292e-07,1.0256836646212449e-06
1692,7,50387439,50387440,4.615,2.4266100950824144e-05,3.6065265310111135e-05
1693,7,50387440,50387441,4.016,9.638290236239706e-05,0.00013765041652946127
1694,7,50387441,50387442,8.771,1.6943378004473253e-09,7.853911032338016e-09
1695,7,50387442,50387443,6.242,5.727960309858292e-07,1.0256836646212449e-06
1696,7,50387443,50387444,3.629,0.00023496328208483073,0.0003250367195713528
1697,7,50387444,50387445,8.665,2.1627185237270246e-09,8.288928889577082e-09
1698,7,50387445,50387446,8.665,2.1627185237270246e-09,8.288928889577082e-09
1699,7,50387446,50387447,8.665,2.1627185237270246e-09,8.288928889577082e-09
1701,7,50387448,50387449,6.975,1.0592537251772897e-07,3.3406439868000073e-07
1702,7,50387449,50387450,4.586,2.5941793621188123e-05,3.848220747514769e-05
1703,7,50387450,50387451,-3.926,0.00011857687481671596,0.0001684684089924303
1704,7,50387451,50387452,6.992,1.0185913880541169e-07,3.2397304691536394e-07
1705,7,50387452,50387453,6.976,1.0568175092136586e-07,3.334583387153711e-07
1706,7,50387453,50387454,-3.758,0.00017458221529205039,0.0002467758641892647
1707,7,50387454,50387455,4.039,9.141132414702508e-05,0.000130732649900008
1708,7,50387455,50387456,5.739,1.8238957023196384e-06,3.012658579576988e-06
1709,7,50387456,50387457,4.866,1.3614446824659511e-05,2.1506799610972935e-05
1711,7,50387458,50387459,8.604,2.4888573182823955e-09,9.263180099418955e-09
1713,7,50387460,50387461,2.642,0.0022803420720004185,0.0029165038090977593
1714,7,50387461,50387462,4.625,2.3713737056616554e-05,3.529558214742369e-05
1715,7,50387462,50387463,2.845,0.0014288939585111022,0.0018446308502311506
1716,7,50387463,50387464,3.659,0.00021928049353504497,0.00030422938745553585
1717,7,50387464,50387465,6.233,5.847900841444812e-07,1.0439880273639838e-06
1718,7,50387465,50387466,4.941,1.1455129414455362e-05,1.8347646528153523e-05
1719,7,50387466,50387467,5.778,1.6672472125510644e-06,2.7675478147042043e-06
1720,7,50387467,50387468,5.604,2.48885731828239e-06,4.0791412660679854e-06
1721,7,50387468,50387469,4.617,2.4154608344449403e-05,3.591878011786843e-05
1722,7,50387469,50387470,8.651,2.2335722228305328e-09,8.51349632003412e-09
1723,7,50391728,50391729,3.725,0.00018836490894898002,0.00026441260015125394
1724,7,50391729,50391730,3.505,0.0003126079367123956,0.00042748882497532054
1725,7,50391730,50391731,2.295,0.005069907082747045,0.006296659432120779
1726,7,50391731,50391732,4.711,1.9453600816226613e-05,2.9619135526225058e-05
1728,7,50391733,50391734,6.305,4.954501908047906e-07,9.58833066803275e-07
1729,7,50391734,50391735,6.305,4.954501908047906e-07,9.58833066803275e-07
1730,7,50391735,50391736,1.943,0.011402497875611685,0.013833693135874079
1731,7,50391736,50391737,8.754,1.7619760464116309e-09,7.853911032338016e-09
1732,7,50391737,50391738,6.305,4.954501908047906e-07,9.58833066803275e-07
1733,7,50391738,50391739,2.971,0.0010690548792226576,0.0014143735721778806
1734,7,50391739,50391740,8.754,1.7619760464116309e-09,7.853911032338016e-09
1735,7,50391740,50391741,6.305,4.954501908047906e-07,9.58833066803275e-07
1736,7,50391741,50391742,3.688,0.00020511621788255646,0.0002856991635712118
1738,7,50391743,50391744,5.868,1.3551894123510351e-06,2.2980069548527105e-06
1740,7,50391745,50391746,6.305,4.954501908047906e-07,9.58833066803275e-07
1741,7,50391746,50391747,6.305,4.954501908047906e-07,9.58833066803275e-07
1743,7,50391748,50391749,8.86,1.3803842646028867e-09,7.853911032338016e-09
1744,7,50391749,50391750,2.922,0.0011967405313072432,0.0015653028018975264
1745,7,50391750,50391751,5.025,9.440608762859225e-06,1.533320158518686e-05
1747,7,50391752,50391753,2.858,0.0013867558288718882,0.0017936863744515779
1749,7,50391754,50391755,8.754,1.7619760464116309e-09,7.853911032338016e-09
1750,7,50391755,50391756,4.645,2.264644307593062e-05,3.377683282642828e-05
1752,7,50391757,50391758,2.3,0.005011872336272725,0.0062289589513008555
1753,7,50391758,50391759,3.649,0.00022438819237827662,0.0003109607715189474
1754,7,50391759,50391760,6.917,1.210598133550483e-07,3.729624387675811e-07
1755,7,50391760,50391761,8.668,2.1478304741305374e-09,8.267722809051681e-09
1756,7,50391761,50391762,6.996,1.0092528860766834e-07,3.2232102273306434e-07
1758,7,50391763,50391764,8.668,2.1478304741305374e-09,8.267722809051681e-09
1759,7,50391764,50391765,6.305,4.954501908047906e-07,9.58833066803275e-07
1760,7,50391765,50391766,2.268,0.005395106225151279,0.0066792136476037135
1761,7,50391766,50391767,8.754,1.7619760464116309e-09,7.853911032338016e-09
1762,7,50391767,50391768,6.305,4.954501908047906e-07,9.58833066803275e-07
1763,7,50391768,50391769,1.889,0.012912192736135341,0.015585532863712408
